00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 6 à 6
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=944 R=1 S=28/01/24 E=28/01/24 +329 =286 -329
012 Belgian Interclubs 2023 - 2024 - Round 6
022 Various locations in Belgian Clubs
032 BEL
042 2024-01-28
052 2024-01-28
062 944
102 Cornet, Luc
001   37      Dauw, Sterre                      2234           15269             0.0         38 w 0 
001   38      Maerevoet, Sim                    2426           10832             1.0         37 b 1 
001   39      Motwani, Paul                     2410           27448             0.5         40 w = 
001   40      Praet, Maarten                    2236            6084             0.5         39 b = 
001   41      Tonoli, Benjamin                  2183           16365             0.5         42 w = 
001   42      De Schampheleire, Glen            2374           10270             0.5         41 b = 
001   43      Decoster, Frederic                2285           25615             0.5         44 w = 
001   44      Verheyden, Jonas                  2109           32328             0.5         43 b = 
001   45      Van Espen, Eddy                   2036           56332             0.0         46 w 0 
001   46      Piceu, Tom                        2303           51861             1.0         45 b 1 
001   47      Viaene, Arvid                     2172           10375             0.5         48 w = 
001   48      Nguyen, Khoi                      1888           23637             0.5         47 b = 
001   49      Defromont, Benjamin               2418           19724             0.5         50 w = 
001   50      Godart, François                  2378           71757             0.5         49 b = 
001   51      Lai, Hing Ting                    2465           15697             1.0         52 w 1 
001   52      Beukema, Jasper                   2321           50086             0.0         51 b 0 
001   53      Decrop, Benjamin                  2176           28436             0.5         54 w = 
001   54      Lenaerts, Lennert                 2348            3003             0.5         53 b = 
001   55      Kollen, Zyon                      2333           26836             1.0         56 w 1 
001   56      Bouhallel, Rabah                  2239            1759             0.0         55 b 0 
001   57      Timmerman Gert, Jan               2207           43648             0.0         58 w 0 
001   58      Bosboom, Manuel                   2344           54879             1.0         57 b 1 
001   59      Sidiropoulos, Nikolaos            2215           21157             1.0         60 w 1 
001   60      Peeren, Yen                       2110           22764             0.0         59 b 0 
001   61      Beuselinck, Steven                2119           51896             1.0         62 w 1 
001   62      Battistelli, Fausto               1854           22370             0.0         61 b 0 
001   63      Morard, Ambroise                  1658           19024             0.5         64 w = 
001   64      Cocquyt, Tijs                     2037           30805             0.5         63 b = 
001   65      Dgebuadze, Alexandre              2439           49301             0.5         66 w = 
001   66      Kuipers, Stefan                   2451           17626             0.5         65 b = 
001   67      De Strycker, Nathan               2261           56863             0.0         68 w 0 
001   68      Milliet, Sophie                   2391           23134             1.0         67 b 1 
001   69      Matnadze, Ana                     2400           17438             0.5         70 w = 
001   70      Colijn, Stefan                    2224           11532             0.5         69 b = 
001   71      Kryvolapov, Konstiantyn           2356           25153             0.0         72 w 0 
001   72      Muetsch, Annmarie                 2262           26763             1.0         71 b 1 
001   73      Rakhmangulova, Anastasiya         2354           26755             0.5         74 w = 
001   74      Rooze, Jan                        2260           28045             0.5         73 b = 
001   75      Baselmans, Sam                    2209           17532             0.5         76 w = 
001   76      De Rover, Yong Hoon               2319           16455             0.5         75 b = 
001   77      Grochal, Joey                     2234           50251             1.0         78 w 1 
001   78      De Wachter, Matthias              2305           12424             0.0         77 b 0 
001   79      Boeykens, Marc                    2146           67946             0.5         80 w = 
001   80      Damen, Jip                        2219           19646             0.5         79 b = 
001   81      Fridman, Daniel                   2581           95064             1.0         82 w 1 
001   82      Zelbel, Patrick                   2471           12330             0.0         81 b 0 
001   83      Levin, Felix                      2450           43427             0.5         84 w = 
001   84      Beerdsen, Thomas                  2496           16505             0.5         83 b = 
001   85      Travadon, Loic                    2440           24915             1.0         86 w 1 
001   86      Hausrath, Daniel                  2462           96784             0.0         85 b 0 
001   87      Alienkin, Aleksander              2334           10252             0.5         88 w = 
001   88      De Waele, Warre                   2299           13376             0.5         87 b = 
001   89      Bosman, Michiel                   2366           24680             0.5         90 w = 
001   90      Litwak, Aleksej                   2288           95074             0.5         89 b = 
001   91      Heuschen, Roland                  1656           82384             0.0         92 w 0 
001   92      De Vleeschauwer, Maarten          2254           10185             1.0         91 b 1 
001   93      Sterck, Arno                      2263           10284             1.0         94 w 1 
001   94      Sferruggia, Serge                 1531           70521             0.0         93 b 0 
001   95      Mollica, Antonio                  1529           82775             0.0         96 w 0 
001   96      De Feijter, Bas                   2214           10670             1.0         95 b 1 
001   97      Barseghyan, Harutyun              2434           27001             1.0         98 w 1 
001   98      Roessler, Eckhard                 2188           25909             0.0         97 b 0 
001   99      Bergmans, Norbert                 2109           47872             0.0        100 w 0 
001  100      Pacher, Milan                     2388           10828             1.0         99 b 1 
001  101      Godry, Clément                    2072           12802             0.5        102 w = 
001  102      Roessler, Nicolas                 2014           10653             0.5        101 b = 
001  103      Mueller, Norbert                  2058           95109             0.0        104 w 0 
001  104      Houdart, David                    2192           66770             1.0        103 b 1 
001  105      Maalla, Abdessadek                2085           14400             1.0        106 w 1 
001  106      Arns, Danny                       1877           23252             0.0        105 b 0 
001  107      Godesar, Ralph                    1902           99341             0.5        108 w = 
001  108      Marchal, Laurent                  1918           60517             0.5        107 b = 
001  109      De Noose, Daniel                  1822           90883             0.5        110 w = 
001  110      Franken, Jean-Claude              1781           95010             0.5        109 b = 
001  111      Havenith, Jean                    1717           99376             0.0        112 w 0 
001  112      Marchal, Patrice                  1764           76601             1.0        111 b 1 
001  113      Herman, Jean                      2248           73296             0.5        114 w = 
001  114      Noiroux, Kevin                    2175           71790             0.5        113 b = 
001  115      Memeti, Kastriot                  2158           63053             0.5        116 w = 
001  116      Wantiez, Fabrice                  2226           70823             0.5        115 b = 
001  117      Brasselle, André                  1872           61069             0.0        118 w 0 
001  118      Munster, Pierre                   2028           62600             1.0        117 b 1 
001  119      Bien, Stefan                      2025           10754             1.0        120 w 1 
001  120      Lui, Eric                         1960           81981             0.0        119 b 0 
001  121      Costa, Serge                      1941           60098             0.5        122 w = 
001  122      Gheury, Jean-Marie                1753           85341             0.5        121 b = 
001  123      Latour, Quentin                   1658           25638             0.0        124 w 0 
001  124      Wattin, Joffrey                   1879           61301             1.0        123 b 1 
001  125      Russo, Bruno                      1833           61948             1.0        126 w 1 
001  126      Mathot, Michel                    1737           88633             0.0        125 b 0 
001  127      Doubnov, Ilucha                   1530           85863             0.0        128 w 0 
001  128      Letoret, Tim                      1570           22957             1.0        127 b 1 
001  129      Hovhannisyan, Mher                2416           20028             0.5        130 w = 
001  130      Saiboulatov, Daniyal              2358           67008             0.5        129 b = 
001  131      Sclacmender, Julien               2211           74853             0.5        132 w = 
001  132      Verstraeten, Rein                 2375           57533             0.5        131 b = 
001  133      Ponnet, Hendrik                   2282           17116             0.5        134 w = 
001  134      Marte, Sébastien                  2156           64637             0.5        133 b = 
001  135      De Heug, Andrea                   2031           22966             0.5        136 w = 
001  136      Maes, Wim                         2207           46442             0.5        135 b = 
001  137      Rousseau, Christilla              1653           16160             0.5        138 w = 
001  138      Piacentini, Claudio               2052           54810             0.5        137 b = 
001  139      Iacona, Antonio                   1795           70734             0.0        140 w 0 
001  140      Wambecq, Sven                     1660           25607             1.0        139 b 1 
001  141      Simek, Antonia                    1551           16377             0.0        142 w 0 
001  142      Delescaille, Laurent              1830           10554             1.0        141 b 1 
001  143      Desinte, David                    1765           66800             1.0        144 w 1 
001  144      Van Hille, Clara                  1457           12735             0.0        143 b 0 
001  145      Van Meegen, Ruud                  2311           16020             0.5        146 w = 
001  146      García Cuenca, Víctor             2302           22636             0.5        145 b = 
001  147      Tomov, Georgi                     2292           12054             0.5        148 w = 
001  148      Driessens, Patrick                2242           48992             0.5        147 b = 
001  149      Miesen, Fabian                    2211           11001             0.5        150 w = 
001  150      Wiley, Tom                        2171           95672             0.5        149 b = 
001  151      Semanat Planas, Eduardo           2155           10436             0.5        152 w = 
001  152      Simenon, Jozef                    2228           23779             0.5        151 b = 
001  153      Mengerink, Ynze                   2068           11486             0.5        154 w = 
001  154      Ouaki, Mark                       2098           18047             0.5        153 b = 
001  155      Suskovic, Matija                  2099           87548             1.0        156 w 1 
001  156      Merx, Bob                         1953           10537             0.0        155 b 0 
001  157      De Cauter, Wolfgang               1950           30384             0.0        158 w 0 
001  158      Wahlund, Max                      2100           26343             1.0        157 b 1 
001  159      Pozimski, Szymon                  2026           18072             0.0        160 w 0 
001  160      Willen, Ronny                     1806           95001             1.0        159 b 1 
001  161      Peek, Maurice                     2385           63819             1.0        162 w 1 
001  162      Real, Thibault                    2284           66249             0.0        161 b 0 
001  163      Hauchamps, Maxime                 2224           20540             0.0        164 w 0 
001  164      Gijsen, Stief                     2224            1031             1.0        163 b 1 
001  165      Maes, Thomas                      2227            2623             0.5        166 w = 
001  166      Cools, Gorik                      2238           80403             0.5        165 b = 
001  167      Carmeille, Ludovic                2251           13477             0.5        168 w = 
001  168      Swijsen, Lars                     2153            5606             0.5        167 b = 
001  169      Govoreanu, Matei                  1964           16824             0.0        170 w 0 
001  170      Geenen, Marc                      2218           86495             1.0        169 b 1 
001  171      Fayard, Alain                     2158           12804             1.0        172 w 1 
001  172      Bellens, Steven                   2013           11619             0.0        171 b 0 
001  173      Van Dyck, Marc                    1978           34614             0.0        174 w 0 
001  174      Raptis, Filippos                  2074           20846             1.0        173 b 1 
001  175      De Villers, Mourad                2180           74365             1.0        176 w 1 
001  176      Vanlommel, Maxim                  1695           11373             0.0        175 b 0 
001  177      Abolianin, Arthur                 2284            9946             1.0        178 w 1 
001  178      Dallemagne, Maximilien            2135           12756             0.0        177 b 0 
001  179      Iolis, Oleg                       2181           87921             0.0        180 w 0 
001  180      Follesa, Enrico                   2222           14386             1.0        179 b 1 
001  181      Verhaeren, Gertjan                2083            6815             0.5        182 w = 
001  182      Depauw, Christian                 2070           79294             0.5        181 b = 
001  183      Miulescu, Gabriel                 1978           19476             0.5        184 w = 
001  184      Weiermann, Andreas                2240           15280             0.5        183 b = 
001  185      Boog, Ben                         2129           53830             0.5        186 w = 
001  186      Hawia, Thierry                    1991           46710             0.5        185 b = 
001  187      Thibaut, Stéphane                 1956           60442             0.5        188 w = 
001  188      Lacrosse, Marc                    2057           59544             0.5        187 b = 
001  189      Secelle, Hans                     2018           51161             0.5        190 w = 
001  190      Bouchat, Xavier                   1873           70602             0.5        189 b = 
001  191      Andri, Amaury                     1698           18802             0.0        192 w 0 
001  192      Vincent, Gwijde                   1889            5827             1.0        191 b 1 
001  193      Sadkowski, Daniel                 2222           69329             1.0        194 w 1 
001  194      Van Cappellen, Jonas              2205            1988             0.0        193 b 0 
001  195      Goossens, Hanne                   2165           50075             0.5        196 w = 
001  196      Van Mechelen, Jan                 2114           14354             0.5        195 b = 
001  197      Penson, Thierry                   2149           25763             1.0        198 w 1 
001  198      De Block, Yordi                   2095           11030             0.0        197 b 0 
001  199      Stinis, Steven                    2106            6807             0.0        200 w 0 
001  200      Tolk, Pieter                      2089           53589             1.0        199 b 1 
001  201      Schuermans, Robert                2066            6858             0.0        202 w 0 
001  202      Rogiers, Jan                      2135           48569             1.0        201 b 1 
001  203      Versyck, Dominique                2060           26972             0.5        204 w = 
001  204      Dugailliez, Guy                   1966           50393             0.5        203 b = 
001  205      Du Pont, David                    2029           32204             0.0        206 w 0 
001  206      De Block, Fabio                   2037           11034             1.0        205 b 1 
001  207      Van Peer, Cedric                  1989           51578             1.0        208 w 1 
001  208      Bogaerts, Marc                    1889           41050             0.0        207 b 0 
001  209      Rihouay, Clément                  2238           12255             1.0        210 w 1 
001  210      Hoffmann, Max                     2090           12277             0.0        209 b 0 
001  211      Thiteca, Thierry                  2069           25186             0.0        212 w 0 
001  212      Faybish, Nimrod                   2151           79197             1.0        211 b 1 
001  213      De Wit, Michel                    2124            1686             0.0        214 w 0 
001  214      Janssen, Coen                     2200           21220             1.0        213 b 1 
001  215      Pleysier, Simon                   1947           14768             0.0        216 w 0 
001  216      Van Batenburg, Mees               2181           24731             1.0        215 b 1 
001  217      Spaan, Nathanael                  2089           12278             0.5        218 w = 
001  218      Nicolas, Pierre                   1897           19670             0.5        217 b = 
001  219      Jacobs, Antoine                   1903           50571             0.0        220 w 0 
001  220      Draidi, Ahmed                     2002           67032             1.0        219 b 1 
001  221      Micciche, Ruben                   1800           14274             1.0        222 w 1 
001  222      Bouquiaux, Julien                 1827           23041             0.0        221 b 0 
001  223      Onrubia-Aviles, Carlos            1857           85103             1.0        224 w 1 
001  224      Pringot, Ilya                     1699           24301             0.0        223 b 0 
001  225      Hamblok, Roel                     2249           22543             0.0        226 w 0 
001  226      Boucquet, Emile                   2207           34738             1.0        225 b 1 
001  227      Verduyn, Frederic                 2105           51764             1.0        228 w 1 
001  228      Van Eetvelde, Ward                2165           31160             0.0        227 b 0 
001  229      Boudry, William                   2083           10816             0.0        230 w 0 
001  230      De Vogelaere, Robin               2108           40461             1.0        229 b 1 
001  231      Vandendriessche, Jan              2093           20141             0.0        232 w 0 
001  232      De Rycke, Tyani                   2002           14625             1.0        231 b 1 
001  233      Verhelst, Joris                   2070           33570             0.5        234 w = 
001  234      Nemegeer, Arne                    2102           14068             0.5        233 b = 
001  235      Vantorre, Nils                    2060           16911             1.0        236 w 1 
001  236      De Bock, Lennart                  2057           38253             0.0        235 b 0 
001  237      Musabayeva, Diana                 1970           16881             1.0        238 w 1 
001  238      Barbier, Astrid                   1918           31518             0.0        237 b 0 
001  239      Meysman, Kaito                    1836           16017             1.0        240 w 1 
001  240      Cappan, Pjotr                     1875           14898             0.0        239 b 0 
001  241      Faure, Stéphane                   2038           52795             0.0        242 w 0 
001  242      Roos, Adrian                      2261           11118             1.0        241 b 1 
001  243      Dreelinck, Jacob                  2158           14086             0.5        244 w = 
001  244      Zotikishvili, Dimitri             2017           16319             0.5        243 b = 
001  245      Decrop, Ruben                     1992           45608             0.0        246 w 0 
001  246      Ghyselen, Wouter                  2097            4936             1.0        245 b 1 
001  247      Roos, David                       2101           11789             1.0        248 w 1 
001  248      Marchand, Werner                  1975           87513             0.0        247 b 0 
001  249      Verstraete, Michael               1955           11868             0.5        250 w = 
001  250      Colin, Peter                      1964           23841             0.5        249 b = 
001  251      De Weird, Matthias                1985           25933             0.0        252 w 0 
001  252      Pincket, Michael                  1894           12831             1.0        251 b 1 
001  253      Pincket, Thomas                   1853            8001             0.5        254 w = 
001  254      Van De Putte, Ben                 1685            2127             0.5        253 b = 
001  255      Goossens, Jelle                   1743           15026             0.0        256 w 0 
001  256      Benredouane, Ilies                1815           21329             1.0        255 b 1 
001  257      Wemmers, Xander                   2353           18066             1.0        258 w 1 
001  258      De Coninck, Rafael                2111           19224             0.0        257 b 0 
001  259      Mangelschots, Peter               2070           34525             0.0        260 w 0 
001  260      Hommerson, Paul                   2287           14209             1.0        259 b 1 
001  261      Floor, Dirk                       2166           24758             1.0        262 w 1 
001  262      Verhaegen, Wim                    1996           17779             0.0        261 b 0 
001  263      Keustermans, Helmut               1951           57304             0.0        264 w 0 
001  264      Baert, Andy                       2128            9741             1.0        263 b 1 
001  265      Veltkamp, Gerben                  2078           11501             1.0        266 w 1 
001  266      Vercammen, Robert                 1955           52469             0.0        265 b 0 
001  267      Kryvolapova, Olena                1941           25157             0.0        268 w 0 
001  268      Pieters, Frederik                 2033           22632             1.0        267 b 1 
001  269      Segarra Gonçalves, Jorge          1978            9971             0.5        270 w = 
001  270      Deweerdt, Jan                     1952           13315             0.5        269 b = 
001  271      Janssen, Dries                    1890           54712             1.0        272 w 1 
001  272      Provinciael, Ernest               1902             884             0.0        271 b 0 
001  273      Raats, Joppe                      2134           12445             0.5        274 w = 
001  274      Gregoir, Christophe               2255           34380             0.5        273 b = 
001  275      De Reese, Elias                   2001           15179             0.0        276 w 0 
001  276      Allaert, Dimitri                  2183           16951             1.0        275 b 1 
001  277      Barbier, Wim                      2095           38270             0.0        278 w 0 
001  278      Vanduyfhuys, Igor                 2022           14603             1.0        277 b 1 
001  279      Zouaghi, Amir                     2023           14606             0.0        280 w 0 
001  280      Goddé, Matthias                   2058           14108             1.0        279 b 1 
001  281      Gooris, Jan                       2083           36323             0.0        282 w 0 
001  282      Jabandzic, Irfan                  1997           24922             1.0        281 b 1 
001  283      Debuck, Valere                    1884           35394             0.0        284 w 0 
001  284      Decoster, Sam                     2046           29424             1.0        283 b 1 
001  285      De Bock, Thijs                    2035           12997             1.0        286 w 1 
001  286      Lebon, Olivier                    1779           11173             0.0        285 b 0 
001  287      Van De Wynkele, Rudy              1895            9679             0.5        288 w = 
001  288      Cuyvers, Jens                     1861           20065             0.5        287 b = 
001  289      De Smedt, Mark                    1951           28240             0.0        290 w 0 
001  290      Schoemans, Roy                    2258           26824             1.0        289 b 1 
001  291      Schenning, Albert                 2017           11483             1.0        292 w 1 
001  292      Van Der Graaf - Osinga, Angelique 1927           12370             0.0        291 b 0 
001  293      De Hert, Oliver                   1909           51195             1.0        294 w 1 
001  294      Jashchenko, Vladimir              2011           24548             0.0        293 b 0 
001  295      Geboers, Jimmy                    1848           22721             1.0        296 w 1 
001  296      Van Der Graaf, André              1868           14341             0.0        295 b 0 
001  297      Remijsen, Dave                    1792           48381             1.0        298 w 1 
001  298      Polat, Yasin                      1582           13706             0.0        297 b 0 
001  299      Ooms, Bram                        1393           13290             0.5        300 w = 
001  300      Geylen, Leo                       1605           98402             0.5        299 b = 
001  301      Dijckmans, Bjorn                  2174           12467             1.0        302 w 1 
001  302      Ongena, Niels                     2024           45357             0.0        301 b 0 
001  303      Verbeeren, Peter                  1902           26611             0.5        304 w = 
001  304      Kegels, Pascal                    2085           45284             0.5        303 b = 
001  305      Caluwe, Marc                      2059           79324             0.5        306 w = 
001  306      Van Der Stricht, Jan              1881           33014             0.5        305 b = 
001  307      De Jonghe, Peter                  1990            7404             1.0        308 w 1 
001  308      Covents, Maarten                  1447           12955             0.0        307 b 0 
001  309      Guven, Furkan                        0           24656             1.0        310 w 1 
001  310      Vanstraelen, Geert                1864           48313             0.0        309 b 0 
001  311      De Blende, Nando                  2018           11064             0.5        312 w = 
001  312      T'Sas, Jan                        2022           26603             0.5        311 b = 
001  313      Hautekiet, Dries                  2032           39462             1.0        314 w 1 
001  314      Buydts, Dirk                      2045           34312             0.0        313 b 0 
001  315      Vereeken, Franky                  1935           36579             0.5        316 w = 
001  316      Verhulst, Nikolaas                2012           57169             0.5        315 b = 
001  317      Van Tichelen, Bart                1996           49051             0.0        318 w 0 
001  318      Boodts, Jeroen                    1920            8834             1.0        317 b 1 
001  319      Claeys, Pieter                    1799           15792             1.0        320 w 1 
001  320      De Kaey, Pascal                   1950           54771             0.0        319 b 0 
001  321      Schuurbiers, Wouter               1873           11550             0.0        322 w 0 
001  322      Londers, Jan                      1777           41904             1.0        321 b 1 
001  323      Schroer, Marcel                   2121           13488             1.0        324 w 1 
001  324      Stuer, Marc                       2065           41084             0.0        323 b 0 
001  325      Boons, Patrick                    1987           28533             1.0        326 w 1 
001  326      De Weerd, Jan                     2056           21814             0.0        325 b 0 
001  327      Surmont, Yves                     1875           14273             1.0        328 w 1 
001  328      Verschoren, Bram                  1968           11894             0.0        327 b 0 
001  329      Paesschesoone, Stefan             1867           47414             0.0        330 w 0 
001  330      Leyssens, Bas                     1816           50069             1.0        329 b 1 
001  331      Baete, Guy                        1845           46281             1.0        332 w 1 
001  332      De Boel, Joren                    1637            4332             0.0        331 b 0 
001  333      Witters, Michael                  1425           15003             0.5        334 w = 
001  334      Busschots, Johan                  1851           14125             0.5        333 b = 
001  335      Samulevicius, Tomas               2331           14807             0.0        336 w 0 
001  336      Krygelmans, Johan                 2062           20745             1.0        335 b 1 
001  337      Versporten, Wim                   1963           80985             0.0        338 w 0 
001  338      Nieto, Emanuel                    2291           35467             1.0        337 b 1 
001  339      Dijkstra, Bart                    2091           52507             1.0        340 w 1 
001  340      Mauquoy, Alain                    1941           35491             0.0        339 b 0 
001  341      Van Hoecke, Luc                   1973           35564             0.0        342 w 0 
001  342      Baekelant, Ronny                  2086            6602             1.0        341 b 1 
001  343      Lavrenov, Yuli                    2033           37796             0.5        344 w = 
001  344      Roels, Frederik                   1824           22659             0.5        343 b = 
001  345      Bunkens, Rudi                     1670           29467             0.0        346 w 0 
001  346      Fierens, Steve                    2036           49387             1.0        345 b 1 
001  347      Lee, Deon                         2134           10397             0.5        348 w = 
001  348      Schrevens, Birger                 2153           10421             0.5        347 b = 
001  349      Van Ael, Bert                     1937           22471             0.5        350 w = 
001  350      Barbier, Wiebke                   1947           43516             0.5        349 b = 
001  351      Dierckens, Sarah                  1915           42153             0.0        352 w 0 
001  352      Van Aken, Koen                    1922           10561             1.0        351 b 1 
001  353      Van Den Boeck, Wim                1852           43613             0.0        354 w 0 
001  354      Cliteur, Olaf                     1926           29912             1.0        353 b 1 
001  355      Dehan, Loïc                       1888           11947             0.5        356 w = 
001  356      De Bouver, Guido                  1767            9342             0.5        355 b = 
001  357      Ghisa, Alexander                  1509           19897             1.0        358 w 1 
001  358      Melaerts, Vincent                    0           26591             0.0        357 b 0 
001  359      Beukenhorst, Edo                  1989           99758             0.0        360 w 0 
001  360      Duhayon, Yves                     2153           31267             1.0        359 b 1 
001  361      Luminet, Denis                    2135            9245             0.5        362 w = 
001  362      Sneppe, Herman                    1894           90751             0.5        361 b = 
001  363      Devriese, Johan                   1906           45888             0.0        364 w 0 
001  364      Kerkhof, Philippe                 2193           35271             1.0        363 b 1 
001  365      Laurent, Michel                   2047           45110             0.5        366 w = 
001  366      Hock, Diego                       1828           83089             0.5        365 b = 
001  367      De True, Toon                     1819           17817             0.0        368 w 0 
001  368      Andreoli, Giorgio                 2010           27217             1.0        367 b 1 
001  369      Sarkisian, Arman                  2039           20183             1.0        370 w 1 
001  370      Courteyn, Patrick                 1910           42161             0.0        369 b 0 
001  371      Hugaert, Arthur                   2168           17183             1.0        372 w 1 
001  372      Czuczai, Jeno                     1945           60319             0.0        371 b 0 
001  373      Watelet, Sylvain                  1878           69892             0.0        374 w 0 
001  374      Zouaghi, Nouri                    2174            9156             1.0        373 b 1 
001  375      Windels, Jan                      2006           36897             0.5        376 w = 
001  376      Haak, Tillmann                    1876           50117             0.5        375 b = 
001  377      Devenney, Martin                  1808           25362             0.0        378 w 0 
001  378      Regniers, Yves                    1974           31755             1.0        377 b 1 
001  379      Devolder, Dieter                  1988           27961             1.0        380 w 1 
001  380      Cappon, Kaan                      1756           70645             0.0        379 b 0 
001  381      Al Sakka, Mustapha                1692           21990             0.0        382 w 0 
001  382      Ganguly, Aayush                   1549           22884             1.0        381 b 1 
001  383      Maltier, Benjamin                 2053           17296             0.0        384 w 0 
001  384      Delbergue, Mossab                 1931           20700             1.0        383 b 1 
001  385      Godart, Dorian                    1881           13445             0.5        386 w = 
001  386      Godry, Adelin                     1997           12806             0.5        385 b = 
001  387      Denivet, Axel                     1849           82376             0.0        388 w 0 
001  388      Vinet, Tristan                    1906           22711             1.0        387 b 1 
001  389      Lhost, Geoffrey                   1940           60747             0.0        390 w 0 
001  390      Vertenoeil, Tom                   1766           16714             1.0        389 b 1 
001  391      Pegoretti, Franco                 1835           57959             0.0        392 w 0 
001  392      Akuatse, Angel Kaleb              1778           13468             1.0        391 b 1 
001  393      Charlier, Laurent                 1746           82571             1.0        394 w 1 
001  394      De Pauw, Damien                   1813           69311             0.0        393 b 0 
001  395      Cekro, Ekrem                      2370           75655             1.0        396 w 1 
001  396      Mueller, Martin                   2090           50293             0.0        395 b 0 
001  397      Alberola Mulet, Benjamin          1937           15619             0.0        398 w 0 
001  398      Le Quang, Kim                     2285           70653             1.0        397 b 1 
001  399      Lipman, Peter                     2021           95702             0.5        400 w = 
001  400      Bertram, Johannes                 1924           60503             0.5        399 b = 
001  401      Ranucci, Marcello                 1760           12821             1.0        402 w 1 
001  402      Aguilar, Adriano                  1848           15626             0.0        401 b 0 
001  403      Toledo, Hillel                    1760           22648             1.0        404 w 1 
001  404      Lintner, Felix                    1737           26975             0.0        403 b 0 
001  405      Borgogni, Angelo                  1578           25426             0.0        406 w 0 
001  406      Perez-Derozier, Nicolas           1670           18882             1.0        405 b 1 
001  407      Ahmetaj, Rasim                    1938           75558             0.0        408 w 0 
001  408      Vandenhole, Kobe                  1996           20531             1.0        407 b 1 
001  409      Roelandt, Andreas                 1982           11023             1.0        410 w 1 
001  410      Grodent, Gérald                   1857           40924             0.0        409 b 0 
001  411      Thierens, Christian               1815           49425             0.5        412 w = 
001  412      Willockx, Ritsaart                1933           32913             0.5        411 b = 
001  413      Dobbelaere, Dieter                1802           14213             1.0        414 w 1 
001  414      Macai, Ioan                       1749           92312             0.0        413 b 0 
001  415      Vahlefeld, Michael                1804           99562             1.0        416 w 1 
001  416      Carrijn, Bart                     1751           11017             0.0        415 b 0 
001  417      De Meyer, Nicolas                 1589           23127             0.5        418 w = 
001  418      Siebert, Xavier                   1632           96612             0.5        417 b = 
001  419      Vanderwaeren, Serge               2071           20621             0.5        420 w = 
001  420      Van Uytven, Eric                  2074           60861             0.5        419 b = 
001  421      Philippe, Denis-Emmanuel          2038           95931             0.0        422 w 0 
001  422      Van Hoofstat, Tom                 2067           42706             1.0        421 b 1 
001  423      Spaens, Kjell                     2014           29343             0.0        424 w 0 
001  424      Hody, Pierre                      1934           91847             1.0        423 b 1 
001  425      Jayes, Thomas William             1940           12767             1.0        426 w 1 
