00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 7 à 7
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=678 R=1 S=04/02/24 E=04/02/24 +283 =112 -283
012 Belgian Interclubs 2023 - 2024 - Round 7
022 Various locations in Belgian Clubs
032 BEL
042 2024-02-04
052 2024-02-04
062 678
102 Cornet, Luc
001  120      Boissel, Kasimir                  1816           27496             1.0        119 b 1 
001  121      Gerard, Mark                      1785           69141             1.0        122 w 1 
001  122      Frenzel, Qorianka                 1165           23839             0.0        121 b 0 
001  123      Schreiber, Adrian                    0           27165             0.0        124 w 0 
001  124      Van Lochem, Alex                  1648           23766             1.0        123 b 1 
001  125      Mathonet, Corentin                1568           14377             1.0        126 w 1 
001  126      Kaiser, Eliah                        0           28165             0.0        125 b 0 
001  127      Ost, Roger                        1552           97150             0.0        128 w 0 
001  128      Van Vooren, Marc                  1680           41629             1.0        127 b 1 
001  129      Van Damme, Patrick                1671           10626             0.5        130 w = 
001  130      Simoes Pinto, Nuno Miguel         1525           16435             0.5        129 b = 
001  131      Bekaert, Dylan                       0           22180             0.0        132 w 0 
001  132      Facchin, Ronald                   1389           21971             1.0        131 b 1 
001  133      Haers, Luc                        1415           98226             0.5        134 w = 
001  134      Michonski, Konrad                 1474           24807             0.5        133 b = 
001  135      Nolf, Francky                     1628           24074             0.5        136 w = 
001  136      Lecluyse, Thymen                     0           23636             0.5        135 b = 
001  137      Deleersnyder, Lieselot            1620           38555             1.0        138 w 1 
001  138      Kim, Oleg                         1495           12340             0.0        137 b 0 
001  139      Vannecke, Ben                     1244           19375             0.0        140 w 0 
001  140      José, Rodrigo                        0           27179             1.0        139 b 1 
001  141      Deschepper, Matteo                 924           17956             0.0        142 w 0 
001  142      Meyns, Alexander                     0           27160             1.0        141 b 1 
001  143      Bernaert, Michael                 1784           36811             1.0        144 w 1 
001  144      Vandevelde, Luc                   1472           36366             0.0        143 b 0 
001  145      Deceuninck, Andre                 1455           15873             0.5        146 w = 
001  146      Van Rillaer, Dirk                 1575           36331             0.5        145 b = 
001  147      Suski, Dominiek                   1498           32247             1.0        148 w 1 
001  148      De Beau, John                     1412           23112             0.0        147 b 0 
001  149      Dejonghe, Yannis                  1389           23118             0.5        150 w = 
001  150      De Meyere, Dirk                   1455           58947             0.5        149 b = 
001  151      Hautekeete, Johan                 1717           43184             0.0        152 w 0 
001  152      Speybroeck, Eric                  1682           27502             1.0        151 b 1 
001  153      Dooms, Vincent                    1336           27189             0.5        154 w = 
001  154      De Lathouwer, Marc                1654           47341             0.5        153 b = 
001  155      Heyerick, Anton                   1540            8931             1.0        156 w 1 
001  156      Picqueur, Eric                    1151           24015             0.0        155 b 0 
001  157      Vincent, Albert                   1154            7102             0.0        158 w 0 
001  158      Van De Velde, Stijn                  0           24903             1.0        157 b 1 
001  159      Lenoir, Aurèle                    1550           22250             0.0        160 w 0 
001  160      Denys, Alex                       2160           21873             1.0        159 b 1 
001  161      Hoorne, John                      1506           41343             0.0        162 w 0 
001  162      Verslype, Geert                   1508           12710             1.0        161 b 1 
001  163      Lucas, Jean                       1531           12629             1.0        164 w 1 
001  164      Hendrix, Theo                     1578            5819             0.0        163 b 0 
001  165      Van Gompel, Hugo                  1344            2526             0.0        166 w 0 
001  166      Vandenbussche, Dries              1321           11793             1.0        165 b 1 
001  167      De Duffeleer, Philippe            1637           32239             0.5        168 w = 
001  168      Geukens, Staf                     1636           27243             0.5        167 b = 
001  169      Vlaeyens, Manu                    1442           37427             0.0        170 w 0 
001  170      Groeneveld, Warre                 1496           17602             1.0        169 b 1 
001  171      Van Der Welk, Roy                 1518           24833             0.0        172 w 0 
001  172      Frans, David                      1452           50165             1.0        171 b 1 
001  173      De Praitere, Hannes               1509           17527             0.5        174 w = 
001  174      Vermeer, Stef                     1444           21766             0.5        173 b = 
001  175      Van Stiphout, Marc                1634           38890             0.5        176 w = 
001  176      Thirion, Jean-François            1566           66834             0.5        175 b = 
001  177      Ledouppe, Etienne                 1556           75329             0.0        178 w 0 
001  178      Englicky, Pavel                   1558           14427             1.0        177 b 1 
001  179      Huysmans, Carsten                 1262           17852             0.0        180 w 0 
001  180      Sferruggia, Serge                 1531           70521             1.0        179 b 1 
001  181      Dengis, Emile                     1390            2160             1.0        182 w 1 
001  182      Schouteden, Linda                 1150           19478             0.0        181 b 0 
001  183      Orban, Didier                     1546           97157             0.0        184 w 0 
001  184      Verellen, Jef                     1769           50270             1.0        183 b 1 
001  185      Huybrechts, Kobe                  1590           19371             1.0        186 w 1 
001  186      Morvrange, Camille                1492           27064             0.0        185 b 0 
001  187      Morard, Basile                    1310           21597             1.0        188 w 1 
001  188      Huybrechts, Martijn               1508           20085             0.0        187 b 0 
001  189      Sijben, Len                          0           27043             0.0        190 w 0 
001  190      Dumoulin, Patrick                 1336           19606             1.0        189 b 1 
001  191      Cornet, Luc                       1776            8419             0.5        192 w = 
001  192      Kocur, Marc                       1674            3778             0.5        191 b = 
001  193      Kumpen, Jona                      1712           12667             1.0        194 w 1 
001  194      Heinen, Dai                       1497           27273             0.0        193 b 0 
001  195      Celgin, Shani                     1364           22206             1.0        196 w 1 
001  196      Dethier, Krista                   1471           10701             0.0        195 b 0 
001  197      Vandervoort, Michiel                 0           27328             0.0        198 w 0 
001  198      Donaldson, Larry                  1318           16402             1.0        197 b 1 
001  199      Carmans, Wesley                   1617           14958             1.0        200 w 1 
001  200      Nazari, Mani                         0           23747             0.0        199 b 0 
001  201      Renders, Henk                     1417           21392             0.0        202 w 0 
001  202      Nijssen, Tom                      1369           24994             1.0        201 b 1 
001  203      Schoofs, Miek                        0           23799             0.0        204 w 0 
001  204      Seyns, Odilon                     1355           21853             1.0        203 b 1 
001  205      Toroptsev, Kristian               1237           22027             1.0        206 w 1 
001  206      Bijnens, Niyo                        0           26393             0.0        205 b 0 
001  207      Van Der Meulen, Maarten              0           26473             0.5        208 w = 
001  208      Foulon, Greta                     1683           45675             0.5        207 b = 
001  209      Van Eetvelde, Bart                1528           33146             0.5        210 w = 
001  210      Turner, Caimen                       0           27104             0.5        209 b = 
001  211      Boelaers, Louis                      0           22736             0.0        212 w 0 
001  212      Bruynseels, Roger                 1338           41131             1.0        211 b 1 
001  213      Courtel, Alex                     1150           11013             0.0        214 w 0 
001  214      Huysmans, Jimmy                    935           19456             1.0        213 b 1 
001  215      Duchesne, Marc                    1723           27278             0.5        216 w = 
001  216      Motmans, Matthias                 1567           14552             0.5        215 b = 
001  217      De Bie, Yannick                   1461           16762             0.0        218 w 0 
001  218      Mariën, Niels                     1630           25257             1.0        217 b 1 
001  219      Van Hoof, Wilfried                1629           27260             1.0        220 w 1 
001  220      Lippens, Tristan                     0           25361             0.0        219 b 0 
001  221      Meylemans, Sander                    0           25363             0.5        222 w = 
001  222      Corbeel, Louis                    1408           27201             0.5        221 b = 
001  223      Harutyunyan, Axel                 1954           10415             1.0        224 w 1 
001  224      Surkol, Hector                    1606           19469             0.0        223 b 0 
001  225      Geenen, Kobe                      1391           22388             1.0        226 w 1 
001  226      Gilson, Pacôme                    1341           20829             0.0        225 b 0 
001  227      Shchetinin, Mykyta                1237           24637             0.5        228 w = 
001  228      Cloots, Josse                        0           22496             0.5        227 b = 
001  229      Van Calster, Stan                    0           24109             0.0        230 w 0 
001  230      Kho, Justin                          0           26874             1.0        229 b 1 
001  231      Torfs, Gert                       1593           13464             0.0        232 w 0 
001  232      Cillen, Jeroen                    1808           48259             1.0        231 b 1 
001  233      Reenaers, Johan                   1734           53163             1.0        234 w 1 
001  234      Doossche, Carlo                   1512           53619             0.0        233 b 0 
001  235      Provoost, Benny                   1404           54852             0.0        236 w 0 
001  236      Boatca, Luca                      1618           19574             1.0        235 b 1 
001  237      Tips, Tibo                        1435           13910             1.0        238 w 1 
001  238      Mirakyan, Alex                       0           27199             0.0        237 b 0 
001  239      Li, Hansi                            0           22843             1.0        240 w 1 
001  240      Berg, Joakim Pedersen             1360           23653             0.0        239 b 0 
001  241      Hairy, Nima                          0           27397             1.0        242 w 1 
001  242      Pelit, Mustafa                       0           27145             0.0        241 b 0 
001  243      Ok, Miro                             0           25302             0.5        244 w = 
001  244      Troiani, Maxime                      0           19902             0.5        243 b = 
001  245      Amartib, Yassin                      0           27042             0.0        246 w 0 
001  246      Ghisa, Alexander                  1509           19897             1.0        245 b 1 
001  247      Geentjens, Pieter                 1585           42749             1.0        248 w 1 
001  248      Verplancke, Joost                    0           24766             0.0        247 b 0 
001  249      Molenaar, Bram                    1348           24835             1.0        250 w 1 
001  250      Ghisa, Robert                     1246           19889             0.0        249 b 0 
001  251      Van Bockland, Siebe               1134           20157             0.0        252 w 0 
001  252      Biltjes, Miguel                      0           27056             1.0        251 b 1 
001  253      Peeters, Seppe                    1529           48861             0.0        254 w 0 
001  254      Weynen, John                      1512           95604             1.0        253 b 1 
001  255      Moeyersons, Koenraad              1414            6050             0.0        256 w 0 
001  256      Maas, Willem                      1343           14197             1.0        255 b 1 
001  257      Vaes, Micah                          0           22609             0.5        258 w = 
001  258      Van Tendeloo, Maria               1150           12563             0.5        257 b = 
001  259      Oudewaal, George                  1098           19719             0.0        260 w 0 
001  260      Vaes, Tristan                        0           21765             1.0        259 b 1 
001  261      Möller, Maarten                   1519           17899             0.0        262 w 0 
001  262      Albrecht, Geert                   1606           13244             1.0        261 b 1 
001  263      Vandenbroeck, Michel              1474           15394             1.0        264 w 1 
001  264      Pattyn, Fjodor                    1409           25154             0.0        263 b 0 
001  265      Gestels, Jeff                        0           27061             0.5        266 w = 
001  266      Goderis, Wim                      1439           22870             0.5        265 b = 
001  267      Geerts, Taro                         0           21422             0.0        268 w 0 
001  268      Huyskens, Noah                       0           25756             1.0        267 b 1 
001  269      Stuer, Hendrik                    1587           54046             0.5        270 w = 
001  270      Theys, Bart                       1871           32298             0.5        269 b = 
001  271      Theys, Quinten                    1267           21753             0.5        272 w = 
001  272      Goossens, Robin                      0           27015             0.5        271 b = 
001  273      Entwistle, Alan                   1162           16771             0.0        274 w 0 
001  274      Raeymaekers, Timon                1251           17988             1.0        273 b 1 
001  275      Theys, Tristan                       0           21772             0.0        276 w 0 
001  276      Verbruggen, Birgit                1084           13166             1.0        275 b 1 
001  277      Cauwenberghs, Kenneth             1521           47333             0.0        278 w 0 
001  278      Baete, Guy                        1845           46281             1.0        277 b 1 
001  279      Szoke, Harry                      1574           25585             1.0        280 w 1 
001  280      Van Den Eede, Elias                  0           20227             0.0        279 b 0 
001  281      Van Den Eede, Sebastiaan             0           20225             0.0        282 w 0 
001  282      Jacobs, Paul                      1632           48968             1.0        281 b 1 
001  283      De Cock, Cesar                    1240           30066             1.0        284 w 1 
001  284      Van Den Eede, Thomas                 0           20223             0.0        283 b 0 
001  285      Van De Kelder, Yves               1428           16107             0.0        286 w 0 
001  286      Carpentier, Julian                1857           10500             1.0        285 b 1 
001  287      Van Gestel, Jef                   1596           25482             1.0        288 w 1 
001  288      Cornelis, Werner                  1315            8788             0.0        287 b 0 
001  289      Burgdorffer, Anton                1271           28576             0.0        290 w 0 
001  290      Vanderveken, Antoon               1385           20197             1.0        289 b 1 
001  291      Cheng, Samuel                     1421           17829             1.0        292 w 1 
001  292      De Visser, Stefaan                1324            6891             0.0        291 b 0 
001  293      Dupont, Paul                      1614            6769             0.0        294 w 0 
001  294      Rojas Garcia, Pablo                  0           26385             1.0        293 b 1 
001  295      Coenen, Tom                       1457           44911             0.5        296 w = 
001  296      Tupikin, Viktor                   1471           24386             0.5        295 b = 
001  297      Tahini, Bilal                        0           26659             1.0        298 w 1 
001  298      Van Leuven, Jan                      0           24890             0.0        297 b 0 
001  299      De Bakker, Mathisse               1505           13652             1.0        300 w 1 
001  300      Dumont, Freddy                    1640           80748             0.0        299 b 0 
001  301      Dhooge, Achiel                    1546            8401             0.5        302 w = 
001  302      Devolder, Robrecht                1428           65196             0.5        301 b = 
001  303      Vermeulen, Christa                1165           21284             1.0        304 w 1 
001  304      Margot, Bert                         0           24823             0.0        303 b 0 
001  305      Kinaupenne, Twan                     0           25549             1.0        306 w 1 
001  306      De Meerleer, Jeroen               1150           14948             0.0        305 b 0 
001  307      Schalembier, Kylian               1488           15670             1.0        308 w 1 
001  308      Van Keirsbilck, Ilias             1631           21843             0.0        307 b 0 
001  309      Vanroose, Gunnar                  1329           11405             1.0        310 w 1 
001  310      Meulemeester, Joran                  0           21612             0.0        309 b 0 
001  311      Arnou, Aram                          0           25341             0.0        312 w 0 
001  312      Braem, Axel                          0           21999             1.0        311 b 1 
001  313      Kindt, Lukas                         0           27244             0.0        314 w 0 
001  314      Claerhout, Tieme                     0           26366             1.0        313 b 1 
001  315      Bastien, Sidan                    1344           16118             0.5        316 w = 
001  316      Labieze, Steven                   1652           31712             0.5        315 b = 
001  317      Goeminne, Nico                    1625           37346             0.0        318 w 0 
001  318      Kaminskiy, Volodimyr              1373           16787             1.0        317 b 1 
001  319      Zootjes, Aaron                    1283           24483             1.0        320 w 1 
001  320      Roose, Bernard                    1332           10281             0.0        319 b 0 
001  321      Klimenko, Timur                   1278           24556             0.0        322 w 0 
001  322      Foulon, Thales                    1274           16129             1.0        321 b 1 
001  323      Demuytere, Joppe                     0           22875             0.0        324 w 0 
001  324      Vansteenhuyse, Rune               1699           14415             1.0        323 b 1 
001  325      Debaere, Thomas                      0           27321             1.0        326 w 1 
001  326      Behzoda, Shohzar-Jan                 0           21892             0.0        325 b 0 
001  327      Oost, Bill                           0           26567             0.5        328 w = 
001  328      De Witte, Rube                       0           27510             0.5        327 b = 
001  329      Vandenberghe, Leon                   0           27818             1.0        330 w 1 
001  330      Lagae, Louis                         0           24706             0.0        329 b 0 
001  331      Taleb, Mohamad                    1458           64611             1.0        332 w 1 
001  332      Bleck, Alfred                     1414           31101             0.0        331 b 0 
001  333      Vlaeminck, Frank                  1423           32409             0.0        334 w 0 
001  334      Smeyers, Johan                    1544           17422             1.0        333 b 1 
001  335      Vandevelde, Jannes                1321           19931             1.0        336 w 1 
001  336      De Clercq, Geert                  1394           39888             0.0        335 b 0 
001  337      Hanarte, Gaëtan                   1436           12935             0.0        338 w 0 
001  338      Siebert, Xavier                   1632           96612             1.0        337 b 1 
001  339      Lhoest, Lancelot                  1656           22984             1.0        340 w 1 
001  340      Desimpelaere, Christian           1219           23727             0.0        339 b 0 
001  341      Blois, Dominique                  1302           27198             1.0        342 w 1 
001  342      Moledo Del Rio, Alejandro         1449           23104             0.0        341 b 0 
001  343      Tahari, Youcef Nazim                 0           25822             0.0        344 w 0 
001  344      Masson, Antoine                   1277           14602             1.0        343 b 1 
001  345      Charlier, Laurent                 1746           82571             1.0        346 w 1 
001  346      Roobaert, Constantin                 0           26766             0.0        345 b 0 
001  347      Merle, Thibault                   1309           23956             0.0        348 w 0 
001  348      Vinet, Lilou                      1556           22707             1.0        347 b 1 
001  349      Chabeau, Kurt                     1555           23805             1.0        350 w 1 
001  350      Merle, Lila                       1150           23719             0.0        349 b 0 
001  351      Dejace, Robert                       0           24187             0.0        352 w 0 
001  352      Chabeau, Patrice                  1502           94935             1.0        351 b 1 
001  353      Huysman, Arthur                   1481           25748             0.0        354 w 0 
001  354      Lepoutre, Florian                 1457           16316             1.0        353 b 1 
001  355      Van Hoey, Michel                     0           21713             1.0        356 w 1 
001  356      De Landtsheer, Jean-Michel        1449           17413             0.0        355 b 0 
001  357      Zorrilla Silva, Moises Alberto       0           26442             0.0        358 w 0 
001  358      Vanhooren, Julien                 1370           23528             1.0        357 b 1 
001  359      Van Hoey, Luca                    1179           21559             1.0        360 w 1 
001  360      Goossens, Benjamin                   0           27380             0.0        359 b 0 
001  361      Tellier, Louise-Marie             1150           12134             1.0        362 w 1 
001  362      Bury, Martin                      1317           23972             0.0        361 b 0 
001  363      Russo, Italo                      1368           71684             0.0        364 w 0 
001  364      D'Elia, Michele                   1441           99273             1.0        363 b 1 
001  365      Gallez, Jean-Pierre               1150           98459             0.0        366 w 0 
001  366      Bury, Olivier                        0           23975             1.0        365 b 1 
001  367      Garcia Calero, Inès                  0           22592             0.0        368 w 0 
001  368      Lopez Azanon, Amparo              1150           19710             1.0        367 b 1 
001  369      Remon, Serge                      1529           68764             0.0        370 w 0 
001  370      Vermeulen, Hailey                 1379           21117             1.0        369 b 1 
001  371      Ganguly, Aayush                   1549           22884             1.0        372 w 1 
001  372      Van Mol, Yves                     1427           46302             0.0        371 b 0 
001  373      Heynsmans, Michel                 1402           60620             0.0        374 w 0 
001  374      Abramenko, Aleksei                1218           21740             1.0        373 b 1 
001  375      Verbeke, Basiel                   1313           23905             1.0        376 w 1 
001  376      Travers, Sylvain                  1316           96343             0.0        375 b 0 
001  377      Evens, Joris                      1375           38156             1.0        378 w 1 
001  378      Lauwers, Timo                     1565           13934             0.0        377 b 0 
001  379      Lauwers, Brent                    1342           14694             1.0        380 w 1 
001  380      Van Steen, Guido                  1380           17254             0.0        379 b 0 
001  381      Baetens, Christophe               1322           24910             1.0        382 w 1 
001  382      Jonckers, Marie-Jeanne            1388            5703             0.0        381 b 0 
001  383      Peeters, Jurre                    1150           16199             0.0        384 w 0 
001  384      Van Impe, Tristan                    0           26700             1.0        383 b 1 
001  385      De Weird, Evy                     1591           26018             1.0        386 w 1 
001  386      Tant, Sander                      1313           25347             0.0        385 b 0 
001  387      Maes, Jasper                      1150           19553             0.0        388 w 0 
001  388      Kint, Jean                        1473            6564             1.0        387 b 1 
001  389      De Rycke, Georges                 1385           19627             1.0        390 w 1 
001  390      Maes, Erwin                          0           27336             0.0        389 b 0 
001  391      Mallems, Juul                        0           26711             1.0        392 w 1 
001  392      Van Heghe, Isabelle               1150           38016             0.0        391 b 0 
001  393      Dedeycker, Hippolyte                 0           26838             0.0        394 w 0 
001  394      Thienpont, Xander                 1517           12451             1.0        393 b 1 
001  395      Meert, Maarin                     1360           19738             1.0        396 w 1 
001  396      Ninane, Erwan                        0           27304             0.0        395 b 0 
001  397      Anckaert, Benjamin                1445           23032             1.0        398 w 1 
001  398      Smis, Leen                        1179           14306             0.0        397 b 0 
001  399      Meert, Senne                         0           21168             0.5        400 w = 
001  400      Yapici, Ozan                         0           26427             0.5        399 b = 
001  401      Verspecht, Louis                  1354           25610             1.0        402 w 1 
001  402      Al Lamaakchaoui, Ayoub               0           26774             0.0        401 b 0 
001  403      Koninckx, Eric                    1541           97868             0.0        404 w 0 
001  404      Martens, Aron                     1312           25614             1.0        403 b 1 
001  405      Versyck, Dries                       0           25723             0.0        406 w 0 
001  406      Varlet, Daniel                    1365           82210             1.0        405 b 1 
001  407      Souweine, Edwige                  1205           15676             0.0        408 w 0 
001  408      Callebert, Benjamin                  0           28180             1.0        407 b 1 
001  409      Lascar, Radoslawa                 1789           24901             1.0        410 w 1 
001  410      Clarys, Stefaan                   1300           10248             0.0        409 b 0 
001  411      Van Esbroeck, Jozef               1293           10210             0.0        412 w 0 
001  412      Masselin, Lennert                    0           24816             1.0        411 b 1 
001  413      Arakelyan, Narek                  1357           11946             0.0        414 w 0 
001  414      Czyzowicz, Pawel                     0           27245             1.0        413 b 1 
001  415      Michiels, Lode                    1611           16887             1.0        416 w 1 
001  416      De Winter, Kevin                  1702           42871             0.0        415 b 0 
001  417      Gill, Matthew                     1353           24986             0.0        418 w 0 
001  418      Verlinden, Patrick                1606           54917             1.0        417 b 1 
001  419      Chorosinski, Daniel                  0           25611             1.0        420 w 1 
001  420      Przybyszewski, Mateusz               0           15013             0.0        419 b 0 
001  421      Keustermans, Sieme                   0           25359             0.0        422 w 0 
001  422      Verbeke, Kristof                  1467            4618             1.0        421 b 1 
001  423      Staes, Jan                        1634           10208             0.0        424 w 0 
001  424      Wagner, Hans                      1670           23876             1.0        423 b 1 
