00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 1 à 1
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=942 R=1 S=24/09/23 E=24/09/23 +317 =308 -317
012 Belgian Interclubs 2023 - 2024 - Round 1
022 Various locations in Belgian Clubs
032 BEL
042 2023-09-24
052 2023-09-24
062 942
102 Cornet, Luc
001   86      Maerevoet, Sim                    2426           10832             1.0         85 b 1 
001   87      Geirnaert, Steven                 2438           10391             1.0         88 w 1 
001   88      Fontaine, Quentin                 2318           10483             0.0         87 b 0 
001   89      Sarrau, Jelle                     2353           39012             0.5         90 w = 
001   90      Motwani, Paul                     2410           27448             0.5         89 b = 
001   91      De Schampheleire, Glen            2374           10270             0.5         92 w = 
001   92      Sidiropoulos, Nikolaos            2215           21157             0.5         91 b = 
001   93      Bashylina, Luisa                  2192           26848             1.0         94 w 1 
001   94      Piceu, Tom                        2303           51861             0.0         93 b 0 
001   95      Vantorre, Nils                    2060           16911             0.5         96 w = 
001   96      Maltezeanu, Stefan                2102           19806             0.5         95 b = 
001   97      Miesen, Fabian                    2211           11001             0.5         98 w = 
001   98      Barseghyan, Harutyun              2434           27001             0.5         97 b = 
001   99      Godry, Clément                    2072           12802             0.0        100 w 0 
001  100      Simenon, Jozef                    2228           23779             1.0         99 b 1 
001  101      Mengerink, Ynze                   2068           11486             0.0        102 w 0 
001  102      Degardin, Sylvain                 2229           27381             1.0        101 b 1 
001  103      Ellis, Antoine                    2102           27248             1.0        104 w 1 
001  104      Bachaus, Sander                   1984           16529             0.0        103 b 0 
001  105      De Mon, Gino                      1978           11986             0.0        106 w 0 
001  106      Markuszewski, Maksymilian         2077           27274             1.0        105 b 1 
001  107      Marchal, Laurent                  1918           60517             1.0        108 w 1 
001  108      Merx, Bob                         1953           10537             0.0        107 b 0 
001  109      De Cauter, Wolfgang               1950           30384             0.5        110 w = 
001  110      Franc, Emmanuel                   2021           93084             0.5        109 b = 
001  111      De Noose, Daniel                  1822           90883             0.0        112 w 0 
001  112      De Vries, Leon                    1926           21219             1.0        111 b 1 
001  113      Peek, Maurice                     2385           63819             0.5        114 w = 
001  114      Verstraeten, Rein                 2375           57533             0.5        113 b = 
001  115      Pirard, Natan                     2261           10942             1.0        116 w 1 
001  116      Gijsen, Stief                     2224            1031             0.0        115 b 0 
001  117      Maes, Thomas                      2227            2623             1.0        118 w 1 
001  118      Ponnet, Hendrik                   2282           17116             0.0        117 b 0 
001  119      Verheyen, Olivier                 2130           10978             0.5        120 w = 
001  120      Swijsen, Lars                     2153            5606             0.5        119 b = 
001  121      Govoreanu, Matei                  1964           16824             0.5        122 w = 
001  122      Verboven, Wout                    2036           15850             0.5        121 b = 
001  123      Van Den Bosch, Arno               2028           10546             1.0        124 w 1 
001  124      Bellens, Steven                   2013           11619             0.0        123 b 0 
001  125      Van Dyck, Marc                    1978           34614             0.0        126 w 0 
001  126      De Witte, Stein                   1888           13279             1.0        125 b 1 
001  127      Gommers, Tijn                     1686           15556             1.0        128 w 1 
001  128      Vanlommel, Maxim                  1695           11373             0.0        127 b 0 
001  129      Follesa, Enrico                   2222           14386             1.0        130 w 1 
001  130      Herman, Jean                      2248           73296             0.0        129 b 0 
001  131      Mastalerz, Xavier                 2231           80209             1.0        132 w 1 
001  132      Verhaeren, Gertjan                2083            6815             0.0        131 b 0 
001  133      Zouaghi, Amir                     2023           14606             0.5        134 w = 
001  134      Wantiez, Fabrice                  2226           70823             0.5        133 b = 
001  135      Brasselle, André                  1872           61069             0.0        136 w 0 
001  136      Liessens, Tom                     1896           19720             1.0        135 b 1 
001  137      Lacrosse, Marc                    2057           59544             0.5        138 w = 
001  138      Pierard, Florian                  2059           89711             0.5        137 b = 
001  139      Lui, Eric                         1960           81981             0.5        140 w = 
001  140      Vincent, Gwijde                   1889            5827             0.5        139 b = 
001  141      Kegels, Kristof                   1844           47490             1.0        142 w 1 
001  142      Wattin, Joffrey                   1879           61301             0.0        141 b 0 
001  143      Colilli, Lorenzo                  1741           79774             0.5        144 w = 
001  144      Vincent, Ayla                     1728           26271             0.5        143 b = 
001  145      Anciaux, Adrien                   2225           17648             1.0        146 w 1 
001  146      Roessler, Eckhard                 2188           25909             0.0        145 b 0 
001  147      Roessler, Nicolas                 2014           10653             0.0        148 w 0 
001  148      Dallemagne, Maximilien            2135           12756             1.0        147 b 1 
001  149      Iolis, Oleg                       2181           87921             1.0        150 w 1 
001  150      Plumanns, Dieter                  2069           15555             0.0        149 b 0 
001  151      Laurent, Yann                     1843           13936             0.0        152 w 0 
001  152      Depauw, Christian                 2070           79294             1.0        151 b 1 
001  153      Anciaux, Marc                     2038           92894             1.0        154 w 1 
001  154      Schillings, Peter                 1860           13554             0.0        153 b 0 
001  155      Alexopoulos, Spiros Orestis, Dr   1821           15681             0.5        156 w = 
001  156      Verhaegen, Albert                 2017            1473             0.5        155 b = 
001  157      Miulescu, Gabriel                 1978           19476             0.0        158 w 0 
001  158      Roessler, Christian               1647           10659             1.0        157 b 1 
001  159      Cormann, Gary                     1584           23089             0.0        160 w 0 
001  160      Bouchat, Xavier                   1873           70602             1.0        159 b 1 
001  161      Hauchamps, Maxime                 2224           20540             1.0        162 w 1 
001  162      Buscher, Michael                  2307           61913             0.0        161 b 0 
001  163      Noiroux, Kevin                    2175           71790             0.0        164 w 0 
001  164      Geenen, Marc                      2218           86495             1.0        163 b 1 
001  165      Bauduin, Étienne                  2195           61328             0.5        166 w = 
001  166      Memeti, Kastriot                  2158           63053             0.5        165 b = 
001  167      Munster, Pierre                   2028           62600             0.0        168 w 0 
001  168      Fayard, Alain                     2158           12804             1.0        167 b 1 
001  169      Raptis, Filippos                  2074           20846             1.0        170 w 1 
001  170      Nauts, Patrick                    2017           63185             0.0        169 b 0 
001  171      Gheury, Jean-Marie                1753           85341             0.0        172 w 0 
001  172      De Villers, Mourad                2180           74365             1.0        171 b 1 
001  173      Van Uytven, Eric                  2074           60861             1.0        174 w 1 
001  174      Kreczman, Savinien                1617           12189             0.0        173 b 0 
001  175      Latour, Quentin                   1658           25638             0.0        176 w 0 
001  176      Soubirou, Oriane                  2022           15150             1.0        175 b 1 
001  177      Rusev, Rosen Yordanov             2332           17715             0.5        178 w = 
001  178      Saiboulatov, Daniyal              2358           67008             0.5        177 b = 
001  179      Eliet, Nicolas                    2314           70564             0.5        180 w = 
001  180      Tomov, Georgi                     2292           12054             0.5        179 b = 
001  181      Wiley, Tom                        2171           95672             1.0        182 w 1 
001  182      Sclacmender, Julien               2211           74853             0.0        181 b 0 
001  183      Marte, Sébastien                  2156           64637             0.5        184 w = 
001  184      Hoffmeister, Frank                2158           81558             0.5        183 b = 
001  185      Perez De Aranda A., Leonardo I.   2118           17595             0.5        186 w = 
001  186      Jamar, Vadim                      2042           87408             0.5        185 b = 
001  187      De Heug, Andrea                   2031           22966             0.5        188 w = 
001  188      Ouaki, Mark                       2098           18047             0.5        187 b = 
001  189      Suskovic, Matija                  2099           87548             1.0        190 w 1 
001  190      Piacentini, Claudio               2052           54810             0.0        189 b 0 
001  191      Delescaille, Laurent              1830           10554             0.0        192 w 0 
001  192      Wahlund, Max                      2100           26343             1.0        191 b 1 
001  193      Faure, Stéphane                   2038           52795             0.5        194 w = 
001  194      Froeyman, Helmut                  2296           13668             0.5        193 b = 
001  195      Sadkowski, Daniel                 2222           69329             1.0        196 w 1 
001  196      Zotikishvili, Dimitri             2017           16319             0.0        195 b 0 
001  197      Decrop, Ruben                     1992           45608             1.0        198 w 1 
001  198      Prudlo, Simon                     2139           21174             0.0        197 b 0 
001  199      Van Mechelen, Jan                 2114           14354             0.0        200 w 0 
001  200      Pincket, Michael                  1894           12831             1.0        199 b 1 
001  201      Pincket, Thomas                   1853            8001             0.0        202 w 0 
001  202      Penson, Thierry                   2149           25763             1.0        201 b 1 
001  203      Tolk, Pieter                      2089           53589             1.0        204 w 1 
001  204      Vanmassenhove, Frederik           1835           20516             0.0        203 b 0 
001  205      Wyntin, Dag                       1887           59111             1.0        206 w 1 
001  206      Eerens, Pim                       2034           23532             0.0        205 b 0 
001  207      Schuermans, Robert                2066            6858             0.5        208 w = 
001  208      Benredouane, Ilies                1815           21329             0.5        207 b = 
001  209      Wemmers, Xander                   2353           18066             1.0        210 w 1 
001  210      Hamblok, Roel                     2249           22543             0.0        209 b 0 
001  211      Rogge, Parcival                   2219           14279             0.5        212 w = 
001  212      Ismail, Tamer                     2124           12899             0.5        211 b = 
001  213      Cornelisse, John                  2140           15742             1.0        214 w 1 
001  214      Van Malder, Dries                 2183           10934             0.0        213 b 0 
001  215      Boudry, William                   2083           10816             1.0        216 w 1 
001  216      Veltkamp, Gerben                  2078           11501             0.0        215 b 0 
001  217      Haberkorn, Danny                  2059           22586             0.0        218 w 0 
001  218      De Rycke, Tyani                   2002           14625             1.0        217 b 1 
001  219      Verhelst, Joris                   2070           33570             0.0        220 w 0 
001  220      Pieters, Frederik                 2033           22632             1.0        219 b 1 
001  221      Titus, Branco                     1981           26499             0.0        222 w 0 
001  222      De Bock, Lennart                  2057           38253             1.0        221 b 1 
001  223      Decruyenaere, Robbert             1980           10967             1.0        224 w 1 
001  224      Segarra Gonçalves, Jorge          1978            9971             0.0        223 b 0 
001  225      Raats, Joppe                      2134           12445             0.5        226 w = 
001  226      Garrido Dominguez, Jesus          2414           27453             0.5        225 b = 
001  227      Rihouay, Clément                  2238           12255             0.5        228 w = 
001  228      Allaert, Dimitri                  2183           16951             0.5        227 b = 
001  229      Barbier, Wim                      2095           38270             1.0        230 w 1 
001  230      De Wit, Michel                    2124            1686             0.0        229 b 0 
001  231      Pascual Palomo, Lucia             2120           27457             1.0        232 w 1 
001  232      Goddé, Matthias                   2058           14108             0.0        231 b 0 
001  233      Gooris, Jan                       2083           36323             0.5        234 w = 
001  234      Tonoli, Walter                    2141             841             0.5        233 b = 
001  235      Van Batenburg, Mees               2181           24731             0.5        236 w = 
001  236      Decoster, Sam                     2046           29424             0.5        235 b = 
001  237      De Bock, Thijs                    2035           12997             1.0        238 w 1 
001  238      Spaan, Nathanael                  2089           12278             0.0        237 b 0 
001  239      Draidi, Ahmed                     2002           67032             0.0        240 w 0 
001  240      Cuyvers, Jens                     1861           20065             1.0        239 b 1 
001  241      Van Volsem, Merlijn               2208           17843             1.0        242 w 1 
001  242      Van Cappellen, Jonas              2205            1988             0.0        241 b 0 
001  243      Goossens, Hanne                   2165           50075             0.0        244 w 0 
001  244      Victor, Julian                    2176           16868             1.0        243 b 1 
001  245      De Reese, Elias                   2001           15179             1.0        246 w 1 
001  246      De Block, Yordi                   2095           11030             0.0        245 b 0 
001  247      Rogiers, Jan                      2135           48569             0.0        248 w 0 
001  248      Vanduyfhuys, Igor                 2022           14603             1.0        247 b 1 
001  249      De Geest, Hannes                  1971           16865             0.5        250 w = 
001  250      Versyck, Dominique                2060           26972             0.5        249 b = 
001  251      Van De Perre, Tom                 2048            1929             0.5        252 w = 
001  252      Jabandzic, Irfan                  1997           24922             0.5        251 b = 
001  253      Secelle, Hans                     2018           51161             0.0        254 w 0 
001  254      De Block, Fabio                   2037           11034             1.0        253 b 1 
001  255      Meskens, Stephan                  1889           33481             0.5        256 w = 
001  256      Van De Wynkele, Rudy              1895            9679             0.5        255 b = 
001  257      Kryvolapov, Konstiantyn           2356           25153             1.0        258 w 1 
001  258      Robert, Pierre                    2050           92479             0.0        257 b 0 
001  259      Hoffmann, Max                     2090           12277             0.0        260 w 0 
001  260      De Wachter, Matthias              2305           12424             1.0        259 b 1 
001  261      Mangelschots, Peter               2070           34525             0.5        262 w = 
001  262      Thiteca, Thierry                  2069           25186             0.5        261 b = 
001  263      Demoulin, Joachim                 2049           72435             0.5        264 w = 
001  264      Verhasselt, Karsten               2003           11343             0.5        263 b = 
001  265      Van Der Fraenen, Joep             2026           23981             0.0        266 w 0 
001  266      Vos, Rik                          2026           17420             1.0        265 b 1 
001  267      Vanmuylder, Dany                  1957           85375             0.0        268 w 0 
001  268      Vercammen, Robert                 1955           52469             1.0        267 b 1 
001  269      Kryvolapova, Olena                1941           25157             0.5        270 w = 
001  270      Czuczai, Jeno                     1945           60319             0.5        269 b = 
001  271      Jacobs, Antoine                   1903           50571             1.0        272 w 1 
001  272      Deweerdt, Jan                     1952           13315             0.0        271 b 0 
001  273      Roos, Adrian                      2261           11118             1.0        274 w 1 
001  274      Boucquet, Emile                   2207           34738             0.0        273 b 0 
001  275      Verduyn, Frederic                 2105           51764             0.0        276 w 0 
001  276      Dreelinck, Adriaan                2218           14078             1.0        275 b 1 
001  277      Dreelinck, Jacob                  2158           14086             1.0        278 w 1 
001  278      De Vogelaere, Robin               2108           40461             0.0        277 b 0 
001  279      Vandendriessche, Jan              2093           20141             0.5        280 w = 
001  280      Ghyselen, Wouter                  2097            4936             0.5        279 b = 
001  281      Roos, David                       2101           11789             0.5        282 w = 
001  282      Nemegeer, Arne                    2102           14068             0.5        281 b = 
001  283      Barbier, Astrid                   1918           31518             1.0        284 w 1 
001  284      Colin, Peter                      1964           23841             0.0        283 b 0 
001  285      De Weird, Matthias                1985           25933             0.5        286 w = 
001  286      Barzeele, Raf                     1848           85081             0.5        285 b = 
001  287      Meysman, Kaito                    1836           16017             1.0        288 w 1 
001  288      Van Parys, Nikita                 1794           10045             0.0        287 b 0 
001  289      De Vos, Nils                      2275           56740             0.5        290 w = 
001  290      Kalle, Erwin                      1979           12885             0.5        289 b = 
001  291      De Smedt, Mark                    1951           28240             0.0        292 w 0 
001  292      Schroer, Marcel                   2121           13488             1.0        291 b 1 
001  293      De Weerd, Jan                     2056           21814             1.0        294 w 1 
001  294      Van Der Graaf - Osinga, Angelique 1927           12370             0.0        293 b 0 
001  295      De Hert, Oliver                   1909           51195             0.0        296 w 0 
001  296      Ercan, Selman                     2033           27200             1.0        295 b 1 
001  297      Surmont, Yves                     1875           14273             1.0        298 w 1 
001  298      Van Der Graaf, André              1868           14341             0.0        297 b 0 
001  299      Geylen, Leo                       1605           98402             1.0        300 w 1 
001  300      Leyssens, Bas                     1816           50069             0.0        299 b 0 
001  301      Docx, Stefan                      2450           49069             1.0        302 w 1 
001  302      Boodts, Jeroen                    1920            8834             0.0        301 b 0 
001  303      Hertecant, Steve                  1756           77151             0.0        304 w 0 
001  304      Dijkstra, Bart                    2091           52507             1.0        303 b 1 
001  305      Lavrenov, Yuli                    2033           37796             0.5        306 w = 
001  306      Londers, Jan                      1777           41904             0.5        305 b = 
001  307      Veldeman, Sieben                  1773           21436             0.0        308 w 0 
001  308      Logie, Dimitri                    2016           20818             1.0        307 b 1 
001  309      Engelen, Joseph                   2019            3131             1.0        310 w 1 
001  310      Pauwels, Fons                     1681           17445             0.0        309 b 0 
001  311      Vangeel, Didier                   1636            4049             0.5        312 w = 
001  312      Schrickx, Frank                   1852           15041             0.5        311 b = 
001  313      Lee, Deon                         2134           10397             1.0        314 w 1 
001  314      Dijckmans, Bjorn                  2174           12467             0.0        313 b 0 
001  315      Kegels, Pascal                    2085           45284             1.0        316 w 1 
001  316      Dierckens, Sarah                  1915           42153             0.0        315 b 0 
001  317      Cliteur, Olaf                     1926           29912             0.5        318 w = 
001  318      Caluwe, Marc                      2059           79324             0.5        317 b = 
001  319      De Jonghe, Peter                  1990            7404             0.0        320 w 0 
001  320      Vranckx, Jonas                    1866           16085             1.0        319 b 1 
001  321      Melaerts, Vincent                    0           26591             1.0        322 w 1 
001  322      Verwimp, Gery                     1965           29149             0.0        321 b 0 
001  323      Van Landeghem, Peter              1936           19704             1.0        324 w 1 
001  324      De Winter, Kevin                  1702           42871             0.0        323 b 0 
001  325      Schrevens, Birger                 2153           10421             0.5        326 w = 
001  326      Schoemans, Roy                    2258           26824             0.5        325 b = 
001  327      Van Kessel, Wessel                2154           10785             0.5        328 w = 
001  328      Van Ael, Bert                     1937           22471             0.5        327 b = 
001  329      Van Aken, Koen                    1922           10561             0.5        330 w = 
001  330      Schenning, Albert                 2017           11483             0.5        329 b = 
001  331      Jashchenko, Vladimir              2011           24548             1.0        332 w 1 
001  332      Schurins, Thomas                  1845           93637             0.0        331 b 0 
001  333      De Bouver, Guido                  1767            9342             0.0        334 w 0 
001  334      Geboers, Jimmy                    1848           22721             1.0        333 b 1 
001  335      Ooms, Bram                        1393           13290             0.5        336 w = 
001  336      Ghisa, Alexander                  1509           19897             0.5        335 b = 
001  337      Schalkx, Johnny                   2127           39063             0.5        338 w = 
001  338      Schittekat, Bart                  2106           30970             0.5        337 b = 
001  339      Ongena, Niels                     2024           45357             0.0        340 w 0 
001  340      Krygelmans, Johan                 2062           20745             1.0        339 b 1 
001  341      Versporten, Wim                   1963           80985             0.5        342 w = 
001  342      Verbeeren, Peter                  1902           26611             0.5        341 b = 
001  343      Van Der Stricht, Jan              1881           33014             0.5        344 w = 
001  344      Mauquoy, Alain                    1941           35491             0.5        343 b = 
001  345      Van Hoecke, Luc                   1973           35564             1.0        346 w 1 
001  346      Elsen, Tijs                       1720           34631             0.0        345 b 0 
001  347      De Blieck, Kasper                    0           25722             1.0        348 w 1 
001  348      Roels, Frederik                   1824           22659             0.0        347 b 0 
001  349      Boons, Patrick                    1987           28533             0.5        350 w = 
001  350      Talon, Alain                      2074           22616             0.5        349 b = 
001  351      T'Sas, Jan                        2022           26603             1.0        352 w 1 
001  352      Verschoren, Bram                  1968           11894             0.0        351 b 0 
001  353      Paesschesoone, Stefan             1867           47414             0.0        354 w 0 
001  354      Hautekiet, Dries                  2032           39462             1.0        353 b 1 
001  355      Verhulst, Nikolaas                2012           57169             1.0        356 w 1 
001  356      Schillemans, Willy                1806           58335             0.0        355 b 0 
001  357      Verbruggen, Peter                 1671           10207             0.0        358 w 0 
001  358      De Kaey, Pascal                   1950           54771             1.0        357 b 1 
001  359      Broekmans, Patrik                 1820           68861             1.0        360 w 1 
001  360      Buytaert, Michael                 1587           52299             0.0        359 b 0 
001  361      Cekro, Ekrem                      2370           75655             1.0        362 w 1 
001  362      Sneppe, Herman                    1894           90751             0.0        361 b 0 
001  363      Hock, Diego                       1828           83089             0.0        364 w 0 
001  364      Le Quang, Kim                     2285           70653             1.0        363 b 1 
001  365      Lipman, Peter                     2021           95702             1.0        366 w 1 
001  366      De True, Toon                     1819           17817             0.0        365 b 0 
001  367      Courteyn, Patrick                 1910           42161             1.0        368 w 1 
001  368      Aguilar, Luciano                  1904           15631             0.0        367 b 0 
001  369      Toledo, Hillel                    1760           22648             1.0        370 w 1 
001  370      Flamee, Dirk                      1605           19135             0.0        369 b 0 
001  371      Mohanadnoori, Aymen               1528           17726             0.0        372 w 0 
001  372      Perez-Derozier, Nicolas           1670           18882             1.0        371 b 1 
001  373      Godry, Adelin                     1997           12806             0.5        374 w = 
001  374      Tannemaat, Stéphane               2019           72516             0.5        373 b = 
001  375      Ahmetaj, Rasim                    1938           75558             1.0        376 w 1 
001  376      Denivet, Axel                     1849           82376             0.0        375 b 0 
001  377      Vertenoeil, Tom                   1766           16714             0.5        378 w = 
001  378      Grodent, Gérald                   1857           40924             0.5        377 b = 
001  379      Macai, Ioan                       1749           92312             0.0        380 w 0 
001  380      Pegoretti, Franco                 1835           57959             1.0        379 b 1 
001  381      Dewinck, Bernard                  1656           65153             0.0        382 w 0 
001  382      Dumoulin, Michel                  1627           16456             1.0        381 b 1 
001  383      Vanderwaeren, Serge               2071           20621             0.0        384 w 0 
001  384      Gregoir, Christophe               2255           34380             1.0        383 b 1 
001  385      Hugaert, Arthur                   2168           17183             0.5        386 w = 
001  386      Van Hoofstat, Tom                 2067           42706             0.5        385 b = 
001  387      Spaens, Kjell                     2014           29343             0.5        388 w = 
001  388      Zouaghi, Nouri                    2174            9156             0.5        387 b = 
001  389      Windels, Jan                      2006           36897             1.0        390 w 1 
001  390      Verrijken, Geert                  1990           62766             0.0        389 b 0 
001  391      Lot, Diederik                     1972            9954             1.0        392 w 1 
001  392      Regniers, Yves                    1974           31755             0.0        391 b 0 
001  393      Devolder, Dieter                  1988           27961             1.0        394 w 1 
001  394      Denys, Frank                      1914           21881             0.0        393 b 0 
001  395      Callier, Christophe               1964           66681             0.0        396 w 0 
001  396      Duhayon, Yves                     2153           31267             1.0        395 b 1 
001  397      Luminet, Denis                    2135            9245             0.5        398 w = 
001  398      Paul, Bernard                     1870           97109             0.5        397 b = 
001  399      Khanalizadeh, Ahmad               1858           25386             0.5        400 w = 
001  400      Kerkhof, Philippe                 2193           35271             0.5        399 b = 
001  401      Laurent, Michel                   2047           45110             1.0        402 w 1 
001  402      Englebert, Roger                  1919           98556             0.0        401 b 0 
001  403      Caels, Viviane                    1850           97101             1.0        404 w 1 
001  404      Andreoli, Giorgio                 2010           27217             0.0        403 b 0 
001  405      Sarkisian, Arman                  2039           20183             1.0        406 w 1 
001  406      Silovy, Alain                     1709           87823             0.0        405 b 0 
001  407      Vandenhole, Kobe                  1996           20531             0.5        408 w = 
001  408      Watelet, Sylvain                  1878           69892             0.5        407 b = 
001  409      Duringer, Valentin                1982           13384             0.0        410 w 0 
001  410      Roelandt, Andreas                 1982           11023             1.0        409 b 1 
001  411      Willockx, Ritsaart                1933           32913             0.0        412 w 0 
001  412      Haak, Tillmann                    1876           50117             1.0        411 b 1 
001  413      Pleysier, Simon                   1947           14768             0.5        414 w = 
001  414      Vanhee, Freddy                    1864            9725             0.5        413 b = 
001  415      Dobbelaere, Dieter                1802           14213             0.5        416 w = 
001  416      Nicolas, Pierre                   1897           19670             0.5        415 b = 
001  417      Onrubia-Aviles, Carlos            1857           85103             1.0        418 w 1 
001  418      Carrijn, Bart                     1751           11017             0.0        417 b 0 
001  419      Mueller, Martin                   2090           50293             0.5        420 w = 
001  420      Marlier, Gaetan                   2066           84841             0.5        419 b = 
001  421      Delbergue, Mossab                 1931           20700             0.5        422 w = 
001  422      Moles Palleja, Pere               2087           10739             0.5        421 b = 
001  423      Franc, Thomas                     1760           23066             0.5        424 w = 
001  424      Perez Bolanos, David              2024           25094             0.5        423 b = 
