00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 8 à 8
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=936 R=1 S=18/02/24 E=18/02/24 +315 =306 -315
012 Belgian Interclubs 2023 - 2024 - Round 8
022 Various locations in Belgian Clubs
032 BEL
042 2024-02-18
052 2024-02-18
062 936
102 Cornet, Luc
001   32      Verheyden, Jonas                  2109           32328             0.5         31 b = 
001   33      Beukema, Jasper                   2321           50086             0.5         34 w = 
001   34      Janssen, Ruud                     2505            4995             0.5         33 b = 
001   35      Pijpers, Arthur                   2433           15625             0.5         36 w = 
001   36      Decrop, Benjamin                  2176           28436             0.5         35 b = 
001   37      Bouhallel, Rabah                  2239            1759             1.0         38 w 1 
001   38      Van Der Stricht, Geert            2325           44504             0.0         37 b 0 
001   39      Ruzhansky, Elias                  2230           21132             1.0         40 w 1 
001   40      Timmerman Gert, Jan               2207           43648             0.0         39 b 0 
001   41      Roger, Mehdi                      2131           76368             0.0         42 w 0 
001   42      Draftian, Ashote                  2271           20354             1.0         41 b 1 
001   43      Goormachtigh, Johan               2184            1864             1.0         44 w 1 
001   44      Marchand, Werner                  1975           87513             0.0         43 b 0 
001   45      Verstraete, Michael               1955           11868             0.0         46 w 0 
001   46      Zouaghi, Amir                     2023           14606             1.0         45 b 1 
001   47      De Saegher, Johan                 1853           53708             0.5         48 w = 
001   48      Benredouane, Ilies                1815           21329             0.5         47 b = 
001   49      Aroshidze, Levan                  2544           19794             1.0         50 w 1 
001   50      Ernst, Sipke                      2551           15046             0.0         49 b 0 
001   51      Leenhouts, Koen                   2445           35181             1.0         52 w 1 
001   52      Alonso Garcia, Aaron              2446           24779             0.0         51 b 0 
001   53      Pham, Khoi                        2356           24764             1.0         54 w 1 
001   54      Vandenbussche, Thibaut            2434           25836             0.0         53 b 0 
001   55      Maerevoet, Sim                    2426           10832             1.0         56 w 1 
001   56      Milliet, Sophie                   2391           23134             0.0         55 b 0 
001   57      Matnadze, Ana                     2400           17438             1.0         58 w 1 
001   58      Geirnaert, Steven                 2438           10391             0.0         57 b 0 
001   59      Motwani, Paul                     2410           27448             0.5         60 w = 
001   60      Muetsch, Annmarie                 2262           26763             0.5         59 b = 
001   61      Blom, Vincent                     2293           14781             1.0         62 w 1 
001   62      De Schampheleire, Glen            2374           10270             0.0         61 b 0 
001   63      Decoster, Frederic                2285           25615             0.0         64 w 0 
001   64      Grochal, Joey                     2234           50251             1.0         63 b 1 
001   65      Fridman, Daniel                   2581           95064             1.0         66 w 1 
001   66      Godart, François                  2378           71757             0.0         65 b 0 
001   67      Lenaerts, Lennert                 2348            3003             0.5         68 w = 
001   68      Beukema, Stefan                   2434           49921             0.5         67 b = 
001   69      Flom, Gabriël                     2445           24772             0.5         70 w = 
001   70      Fontaine, Quentin                 2318           10483             0.5         69 b = 
001   71      Sidiropoulos, Nikolaos            2215           21157             0.0         72 w 0 
001   72      De Waele, Warre                   2299           13376             1.0         71 b 1 
001   73      Van Delft, Merijn                 2368            4847             1.0         74 w 1 
001   74      Heldenbergh, Nils                 2041           14450             0.0         73 b 0 
001   75      Battistelli, Fausto               1854           22370             0.5         76 w = 
001   76      Bosman, Michiel                   2366           24680             0.5         75 b = 
001   77      De Vleeschauwer, Maarten          2254           10185             1.0         78 w 1 
001   78      Morard, Ambroise                  1658           19024             0.0         77 b 0 
001   79      Katumwa, Iko                      1564           17289             0.0         80 w 0 
001   80      Sterck, Arno                      2263           10284             1.0         79 b 1 
001   81      Zelbel, Patrick                   2471           12330             0.0         82 w 0 
001   82      Warmerdam, Max                    2636           21128             1.0         81 b 1 
001   83      Kuipers, Stefan                   2451           17626             0.0         84 w 0 
001   84      Hausrath, Daniel                  2462           96784             1.0         83 b 1 
001   85      Hoffmann, Michael                 2412           98604             1.0         86 w 1 
001   86      Baselmans, Luuk                   2307           17529             0.0         85 b 0 
001   87      De Strycker, Nathan               2261           56863             0.5         88 w = 
001   88      Schuh, Dirk                       2362           13604             0.5         87 b = 
001   89      Gulbas, Cemil                     2354           91367             1.0         90 w 1 
001   90      Colijn, Stefan                    2224           11532             0.0         89 b 0 
001   91      Rooze, Jan                        2260           28045             0.5         92 w = 
001   92      Alienkin, Aleksander              2334           10252             0.5         91 b = 
001   93      Balduan, Markus                   2286           61891             0.5         94 w = 
001   94      Baselmans, Sam                    2209           17532             0.5         93 b = 
001   95      De Wachter, Matthias              2305           12424             0.5         96 w = 
001   96      Cordts, Ingo                      2242           19730             0.5         95 b = 
001   97      Barseghyan, Harutyun              2434           27001             1.0         98 w 1 
001   98      Herman, Jean                      2248           73296             0.0         97 b 0 
001   99      Wantiez, Fabrice                  2226           70823             1.0        100 w 1 
001  100      Godry, Clément                    2072           12802             0.0         99 b 0 
001  101      Houdart, David                    2192           66770             1.0        102 w 1 
001  102      Pierard, Florian                  2059           89711             0.0        101 b 0 
001  103      Lui, Eric                         1960           81981             0.5        104 w = 
001  104      Marlier, Gaetan                   2066           84841             0.5        103 b = 
001  105      Arcelin, Gaël                     2070           27124             1.0        106 w 1 
001  106      Wattin, Joffrey                   1879           61301             0.0        105 b 0 
001  107      Russo, Bruno                      1833           61948             0.0        108 w 0 
001  108      Maalla, Abdessadek                2085           14400             1.0        107 b 1 
001  109      Franc, Emmanuel                   2021           93084             1.0        110 w 1 
001  110      Iboud, Samir                      1708           23289             0.0        109 b 0 
001  111      Letoret, Tim                      1570           22957             0.5        112 w = 
001  112      Lhost, Geoffrey                   1940           60747             0.5        111 b = 
001  113      Verstraeten, Rein                 2375           57533             0.5        114 w = 
001  114      Marcziter, Dmitrii                2223           10824             0.5        113 b = 
001  115      Mainka, Alwin                     2191           21275             1.0        116 w 1 
001  116      Pirard, Natan                     2261           10942             0.0        115 b 0 
001  117      Ponnet, Hendrik                   2282           17116             0.5        118 w = 
001  118      Prieb, Robert                     2144           24964             0.5        117 b = 
001  119      Bergmans, Norbert                 2109           47872             0.5        120 w = 
001  120      Aglave, Arnaud                    2022           30775             0.5        119 b = 
001  121      Paes, Martijn                     1917           15064             0.5        122 w = 
001  122      Arns, Danny                       1877           23252             0.5        121 b = 
001  123      Mainka, Ingmar                    1676           24874             0.0        124 w 0 
001  124      Peeters, Alex                     1935           16154             1.0        123 b 1 
001  125      Wambecq, Ward                     1669           19723             1.0        126 w 1 
001  126      Roessler, Christian               1647           10659             0.0        125 b 0 
001  127      Koppens, Daniel                   1548           23245             0.5        128 w = 
001  128      Heremans, Dries                   1750            5207             0.5        127 b = 
001  129      Van Meegen, Ruud                  2311           16020             0.5        130 w = 
001  130      Cornette, Matthieu                2581           14782             0.5        129 b = 
001  131      Cornette, Deimante                2360           14784             1.0        132 w 1 
001  132      Miesen, Fabian                    2211           11001             0.0        131 b 0 
001  133      Simenon, Jozef                    2228           23779             0.5        134 w = 
001  134      Buscher, Michael                  2307           61913             0.5        133 b = 
001  135      Noiroux, Kevin                    2175           71790             0.5        136 w = 
001  136      Bachaus, Sander                   1984           16529             0.5        135 b = 
001  137      De Mon, Gino                      1978           11986             0.0        138 w 0 
001  138      Memeti, Kastriot                  2158           63053             1.0        137 b 1 
001  139      Munster, Pierre                   2028           62600             0.5        140 w = 
001  140      Merx, Bob                         1953           10537             0.5        139 b = 
001  141      Bischoff, Gerard                  1873           53457             0.5        142 w = 
001  142      Bien, Stefan                      2025           10754             0.5        141 b = 
001  143      Nauts, Patrick                    2017           63185             0.5        144 w = 
001  144      Willen, Ronny                     1806           95001             0.5        143 b = 
001  145      Peek, Maurice                     2385           63819             1.0        146 w 1 
001  146      Saiboulatov, Daniyal              2358           67008             0.0        145 b 0 
001  147      Eliet, Nicolas                    2314           70564             0.5        148 w = 
001  148      Gijsen, Stief                     2224            1031             0.5        147 b = 
001  149      Maes, Thomas                      2227            2623             1.0        150 w 1 
001  150      Sclacmender, Julien               2211           74853             0.0        149 b 0 
001  151      Jamar, Vadim                      2042           87408             1.0        152 w 1 
001  152      Swijsen, Lars                     2153            5606             0.0        151 b 0 
001  153      Govoreanu, Matei                  1964           16824             1.0        154 w 1 
001  154      De Heug, Andrea                   2031           22966             0.0        153 b 0 
001  155      Piacentini, Claudio               2052           54810             1.0        156 w 1 
001  156      Bellens, Steven                   2013           11619             0.0        155 b 0 
001  157      Van Dyck, Marc                    1978           34614             0.5        158 w = 
001  158      Iacona, Antonio                   1795           70734             0.5        157 b = 
001  159      Delescaille, Laurent              1830           10554             0.5        160 w = 
001  160      Surkol, Hector                    1606           19469             0.5        159 b = 
001  161      Abolianin, Arthur                 2284            9946             0.0        162 w 0 
001  162      García Cuenca, Víctor             2302           22636             1.0        161 b 1 
001  163      Tomov, Georgi                     2292           12054             1.0        164 w 1 
001  164      Follesa, Enrico                   2222           14386             0.0        163 b 0 
001  165      Verhaeren, Gertjan                2083            6815             0.0        166 w 0 
001  166      Hoffmeister, Frank                2158           81558             1.0        165 b 1 
001  167      Perez De Aranda A., Leonardo I.   2118           17595             0.5        168 w = 
001  168      Liessens, Tom                     1896           19720             0.5        167 b = 
001  169      Lacrosse, Marc                    2057           59544             0.0        170 w 0 
001  170      Mueller, Martin                   2090           50293             1.0        169 b 1 
001  171      Suskovic, Matija                  2099           87548             0.0        172 w 0 
001  172      Secelle, Hans                     2018           51161             1.0        171 b 1 
001  173      Vincent, Gwijde                   1889            5827             1.0        174 w 1 
001  174      Johansson, Mattias                2013           10684             0.0        173 b 0 
001  175      Alberola Mulet, Benjamin          1937           15619             1.0        176 w 1 
001  176      Vincent, Ayla                     1728           26271             0.0        175 b 0 
001  177      Anciaux, Adrien                   2225           17648             0.0        178 w 0 
001  178      Hauchamps, Maxime                 2224           20540             1.0        177 b 1 
001  179      Cools, Gorik                      2238           80403             1.0        180 w 1 
001  180      Dallemagne, Maximilien            2135           12756             0.0        179 b 0 
001  181      Iolis, Oleg                       2181           87921             0.0        182 w 0 
001  182      Carmeille, Ludovic                2251           13477             1.0        181 b 1 
001  183      Geenen, Marc                      2218           86495             1.0        184 w 1 
001  184      Moreels, Yves                     2092           62154             0.0        183 b 0 
001  185      Depauw, Christian                 2070           79294             0.5        186 w = 
001  186      Bauduin, Étienne                  2195           61328             0.5        185 b = 
001  187      Fayard, Alain                     2158           12804             1.0        188 w 1 
001  188      Anciaux, Marc                     2038           92894             0.0        187 b 0 
001  189      Verhaegen, Albert                 2017            1473             0.0        190 w 0 
001  190      Raptis, Filippos                  2074           20846             1.0        189 b 1 
001  191      De Villers, Mourad                2180           74365             0.5        192 w = 
001  192      Hawia, Thierry                    1991           46710             0.5        191 b = 
001  193      Froeyman, Helmut                  2296           13668             0.5        194 w = 
001  194      Rihouay, Clément                  2238           12255             0.5        193 b = 
001  195      Faybish, Nimrod                   2151           79197             0.5        196 w = 
001  196      Sadkowski, Daniel                 2222           69329             0.5        195 b = 
001  197      Van Mechelen, Jan                 2114           14354             0.5        198 w = 
001  198      De Wit, Michel                    2124            1686             0.5        197 b = 
001  199      Tonoli, Walter                    2141             841             0.5        200 w = 
001  200      Penson, Thierry                   2149           25763             0.5        199 b = 
001  201      Schuermans, Robert                2066            6858             1.0        202 w 1 
001  202      Spaan, Nathanael                  2089           12278             0.0        201 b 0 
001  203      Ackaert, Thierry                  2065            5690             0.5        204 w = 
001  204      Van Herck, Marcel                 1971            1112             0.5        203 b = 
001  205      Froeyman, Hugo                    1885           14489             1.0        206 w 1 
001  206      Draidi, Ahmed                     2002           67032             0.0        205 b 0 
001  207      Micciche, Ruben                   1800           14274             1.0        208 w 1 
001  208      Bogaerts, Marc                    1889           41050             0.0        207 b 0 
001  209      Hamblok, Roel                     2249           22543             0.5        210 w = 
001  210      Van Cappellen, Jonas              2205            1988             0.5        209 b = 
001  211      Goossens, Hanne                   2165           50075             0.0        212 w 0 
001  212      Rogge, Parcival                   2219           14279             1.0        211 b 1 
001  213      Van Eetvelde, Ward                2165           31160             0.0        214 w 0 
001  214      De Block, Yordi                   2095           11030             1.0        213 b 1 
001  215      Stinis, Steven                    2106            6807             1.0        216 w 1 
001  216      Boudry, William                   2083           10816             0.0        215 b 0 
001  217      De Rycke, Tyani                   2002           14625             0.0        218 w 0 
001  218      Rogiers, Jan                      2135           48569             1.0        217 b 1 
001  219      Versyck, Dominique                2060           26972             1.0        220 w 1 
001  220      Verhelst, Joris                   2070           33570             0.0        219 b 0 
001  221      De Bock, Lennart                  2057           38253             0.0        222 w 0 
001  222      Van De Perre, Tom                 2048            1929             1.0        221 b 1 
001  223      De Block, Fabio                   2037           11034             1.0        224 w 1 
001  224      Decruyenaere, Robbert             1980           10967             0.0        223 b 0 
001  225      Decrop, Hendrik                   2083           28908             1.0        226 w 1 
001  226      Hoffmann, Max                     2090           12277             0.0        225 b 0 
001  227      Thiteca, Thierry                  2069           25186             0.0        228 w 0 
001  228      Peeren, Yen                       2110           22764             1.0        227 b 1 
001  229      Beuselinck, Steven                2119           51896             0.5        230 w = 
001  230      Janssen, Coen                     2200           21220             0.5        229 b = 
001  231      Vos, Rik                          2026           17420             1.0        232 w 1 
001  232      Cocquyt, Tijs                     2037           30805             0.0        231 b 0 
001  233      Faure, Stéphane                   2038           52795             0.5        234 w = 
001  234      Vanmuylder, Dany                  1957           85375             0.5        233 b = 
001  235      Czuczai, Jeno                     1945           60319             0.0        236 w 0 
001  236      Zotikishvili, Dimitri             2017           16319             1.0        235 b 1 
001  237      Decrop, Ruben                     1992           45608             1.0        238 w 1 
001  238      Haak, Tillmann                    1876           50117             0.0        237 b 0 
001  239      Boshra, Abanoub                   1836           16554             0.5        240 w = 
001  240      Pincket, Michael                  1894           12831             0.5        239 b = 
001  241      Wemmers, Xander                   2353           18066             1.0        242 w 1 
001  242      Boucquet, Emile                   2207           34738             0.0        241 b 0 
001  243      Meulders, Richard                 2199            1104             0.5        244 w = 
001  244      Hommerson, Paul                   2287           14209             0.5        243 b = 
001  245      Floor, Dirk                       2166           24758             1.0        246 w 1 
001  246      Viaene, Arvid                     2172           10375             0.0        245 b 0 
001  247      De Vogelaere, Robin               2108           40461             0.0        248 w 0 
001  248      Ismail, Tamer                     2124           12899             1.0        247 b 1 
001  249      Veltkamp, Gerben                  2078           11501             0.5        250 w = 
001  250      Vandendriessche, Jan              2093           20141             0.5        249 b = 
001  251      Nemegeer, Arne                    2102           14068             0.5        252 w = 
001  252      Haberkorn, Danny                  2059           22586             0.5        251 b = 
001  253      Meysman, Kaito                    1836           16017             1.0        254 w 1 
001  254      Titus, Branco                     1981           26499             0.0        253 b 0 
001  255      Raats, Joppe                      2134           12445             0.0        256 w 0 
001  256      Roos, Adrian                      2261           11118             1.0        255 b 1 
001  257      Dreelinck, Adriaan                2218           14078             0.5        258 w = 
001  258      Allaert, Dimitri                  2183           16951             0.5        257 b = 
001  259      Barbier, Wim                      2095           38270             0.0        260 w 0 
001  260      Dreelinck, Jacob                  2158           14086             1.0        259 b 1 
001  261      Ghyselen, Wouter                  2097            4936             0.0        262 w 0 
001  262      Goddé, Matthias                   2058           14108             1.0        261 b 1 
001  263      Gooris, Jan                       2083           36323             0.5        264 w = 
001  264      Roos, David                       2101           11789             0.5        263 b = 
001  265      Colin, Peter                      1964           23841             0.0        266 w 0 
001  266      Decoster, Sam                     2046           29424             1.0        265 b 1 
001  267      De Bock, Thijs                    2035           12997             0.0        268 w 0 
001  268      Vandenbroucke, Tim                1877           29599             1.0        267 b 1 
001  269      Van Parys, Nikita                 1794           10045             0.0        270 w 0 
001  270      Cuyvers, Jens                     1861           20065             1.0        269 b 1 
001  271      Van Volsem, Merlijn               2208           17843             0.5        272 w = 
001  272      Kryvolapov, Konstiantyn           2356           25153             0.5        271 b = 
001  273      Boeykens, Marc                    2146           67946             0.0        274 w 0 
001  274      Victor, Julian                    2176           16868             1.0        273 b 1 
001  275      Vanduyfhuys, Daria                2093           14495             1.0        276 w 1 
001  276      Butzen, Robin                     2062           13707             0.0        275 b 0 
001  277      Mangelschots, Peter               2070           34525             1.0        278 w 1 
001  278      De Reese, Elias                   2001           15179             0.0        277 b 0 
001  279      Vanduyfhuys, Igor                 2022           14603             1.0        280 w 1 
001  280      Verhaegen, Wim                    1996           17779             0.0        279 b 0 
001  281      Vercammen, Robert                 1955           52469             1.0        282 w 1 
001  282      Deleyn, Gunter                    2120            1821             0.0        281 b 0 
001  283      Jabandzic, Irfan                  1997           24922             1.0        284 w 1 
001  284      Kryvolapova, Olena                1941           25157             0.0        283 b 0 
001  285      Deweerdt, Jan                     1952           13315             0.5        286 w = 
001  286      Van De Wynkele, Rudy              1895            9679             0.5        285 b = 
001  287      De Smedt, Mark                    1951           28240             0.0        288 w 0 
001  288      Dijckmans, Bjorn                  2174           12467             1.0        287 b 1 
001  289      Kegels, Pascal                    2085           45284             0.5        290 w = 
001  290      Van Der Graaf - Osinga, Angelique 1927           12370             0.5        289 b = 
001  291      De Hert, Oliver                   1909           51195             0.0        292 w 0 
001  292      Caluwe, Marc                      2059           79324             1.0        291 b 1 
001  293      Segers, Vic                       2035           28401             0.0        294 w 0 
001  294      Van Der Graaf, André              1868           14341             1.0        293 b 1 
001  295      Vande Ginste, Michiel             1826           12697             0.5        296 w = 
001  296      De Jonghe, Peter                  1990            7404             0.5        295 b = 
001  297      Verwimp, Gery                     1965           29149             1.0        298 w 1 
001  298      Remijsen, Dave                    1792           48381             0.0        297 b 0 
001  299      De Blende, Nando                  2018           11064             0.5        300 w = 
001  300      Schoemans, Roy                    2258           26824             0.5        299 b = 
001  301      Van Kessel, Wessel                2154           10785             0.0        302 w 0 
001  302      Buydts, Dirk                      2045           34312             1.0        301 b 1 
001  303      Vereeken, Franky                  1935           36579             0.5        304 w = 
001  304      Schenning, Albert                 2017           11483             0.5        303 b = 
001  305      Jashchenko, Vladimir              2011           24548             1.0        306 w 1 
001  306      Boodts, Jeroen                    1920            8834             0.0        305 b 0 
001  307      Londers, Jan                      1777           41904             1.0        308 w 1 
001  308      Polat, Yasin                      1582           13706             0.0        307 b 0 
001  309      Ooms, Bram                        1393           13290             0.0        310 w 0 
001  310      Veldeman, Sieben                  1773           21436             1.0        309 b 1 
001  311      De Vos, Nils                      2275           56740             1.0        312 w 1 
001  312      Ongena, Niels                     2024           45357             0.0        311 b 0 
001  313      Verbeeren, Peter                  1902           26611             0.5        314 w = 
001  314      Schroer, Marcel                   2121           13488             0.5        313 b = 
001  315      De Weerd, Jan                     2056           21814             0.5        316 w = 
001  316      Van Der Stricht, Jan              1881           33014             0.5        315 b = 
001  317      Elsen, Tijs                       1720           34631             0.0        318 w 0 
001  318      Ercan, Selman                     2033           27200             1.0        317 b 1 
001  319      Surmont, Yves                     1875           14273             0.5        320 w = 
001  320      Vermeulen, Ruud                   1611           24685             0.5        319 b = 
001  321      Vaerendonck, Jesse                   0           26795             0.5        322 w = 
001  322      Leyssens, Bas                     1816           50069             0.5        321 b = 
001  323      Hautekiet, Dries                  2032           39462             1.0        324 w 1 
001  324      Dijkstra, Bart                    2091           52507             0.0        323 b 0 
001  325      Baekelant, Ronny                  2086            6602             1.0        326 w 1 
001  326      Verhulst, Nikolaas                2012           57169             0.0        325 b 0 
001  327      Van Tichelen, Bart                1996           49051             1.0        328 w 1 
001  328      Lavrenov, Yuli                    2033           37796             0.0        327 b 0 
001  329      Logie, Dimitri                    2016           20818             0.0        330 w 0 
001  330      De Kaey, Pascal                   1950           54771             1.0        329 b 1 
001  331      Schuurbiers, Wouter               1873           11550             1.0        332 w 1 
001  332      Van Der Kelen, Thomas             1703           15431             0.0        331 b 0 
001  333      Lee, Deon                         2134           10397             0.5        334 w = 
001  334      Buytaert, Kristof                 2164           56618             0.5        333 b = 
001  335      Stuer, Marc                       2065           41084             0.0        336 w 0 
001  336      Barbier, Wiebke                   1947           43516             1.0        335 b 1 
001  337      Cliteur, Olaf                     1926           29912             0.5        338 w = 
001  338      Boons, Patrick                    1987           28533             0.5        337 b = 
001  339      Verschoren, Bram                  1968           11894             0.5        340 w = 
001  340      Dehan, Loïc                       1888           11947             0.5        339 b = 
001  341      Vranckx, Jonas                    1866           16085             0.0        342 w 0 
001  342      Paesschesoone, Stefan             1867           47414             1.0        341 b 1 
001  343      Schillemans, Willy                1806           58335             0.5        344 w = 
001  344      De Winter, Kevin                  1702           42871             0.5        343 b = 
001  345      Schrevens, Birger                 2153           10421             0.5        346 w = 
001  346      Schalkx, Johnny                   2127           39063             0.5        345 b = 
001  347      Krygelmans, Johan                 2062           20745             0.5        348 w = 
001  348      Van Ael, Bert                     1937           22471             0.5        347 b = 
001  349      Van Aken, Koen                    1922           10561             0.0        350 w 0 
001  350      Versporten, Wim                   1963           80985             1.0        349 b 1 
001  351      Mauquoy, Alain                    1941           35491             0.5        352 w = 
001  352      Schurins, Thomas                  1845           93637             0.5        351 b = 
001  353      Van Den Boeck, Wim                1852           43613             0.5        354 w = 
001  354      Van Hoecke, Luc                   1973           35564             0.5        353 b = 
001  355      Roels, Frederik                   1824           22659             0.0        356 w 0 
001  356      De Bouver, Guido                  1767            9342             1.0        355 b 1 
001  357      Sneppe, Herman                    1894           90751             0.0        358 w 0 
001  358      Gregoir, Christophe               2255           34380             1.0        357 b 1 
001  359      Hugaert, Arthur                   2168           17183             0.5        360 w = 
001  360      Hock, Diego                       1828           83089             0.5        359 b = 
001  361      De True, Toon                     1819           17817             0.5        362 w = 
001  362      Zouaghi, Nouri                    2174            9156             0.5        361 b = 
001  363      Windels, Jan                      2006           36897             1.0        364 w 1 
001  364      Beukenhorst, Gabriël              1719           15514             0.0        363 b 0 
001  365      Flamee, Dirk                      1605           19135             0.0        366 w 0 
001  366      Regniers, Yves                    1974           31755             1.0        365 b 1 
001  367      Devolder, Dieter                  1988           27961             1.0        368 w 1 
001  368      Mohanadnoori, Aymen               1528           17726             0.0        367 b 0 
001  369      Maltier, Benjamin                 2053           17296             0.5        370 w = 
001  370      Duhayon, Yves                     2153           31267             0.5        369 b = 
001  371      Luminet, Denis                    2135            9245             0.5        372 w = 
001  372      Godry, Adelin                     1997           12806             0.5        371 b = 
001  373      Denivet, Axel                     1849           82376             0.5        374 w = 
001  374      Kerkhof, Philippe                 2193           35271             0.5        373 b = 
001  375      Laurent, Michel                   2047           45110             0.0        376 w 0 
001  376      Vertenoeil, Tom                   1766           16714             1.0        375 b 1 
001  377      Pegoretti, Franco                 1835           57959             0.0        378 w 0 
001  378      Andreoli, Giorgio                 2010           27217             1.0        377 b 1 
001  379      Sarkisian, Arman                  2039           20183             1.0        380 w 1 
001  380      De Pauw, Damien                   1813           69311             0.0        379 b 0 
001  381      Cekro, Ekrem                      2370           75655             1.0        382 w 1 
001  382      Watelet, Sylvain                  1878           69892             0.0        381 b 0 
001  383      Pleysier, Simon                   1947           14768             0.0        384 w 0 
001  384      Le Quang, Kim                     2285           70653             1.0        383 b 1 
001  385      Lipman, Peter                     2021           95702             0.0        386 w 0 
001  386      Nicolas, Pierre                   1897           19670             1.0        385 b 1 
001  387      Onrubia-Aviles, Carlos            1857           85103             0.0        388 w 0 
001  388      Aguilar, Luciano                  1904           15631             1.0        387 b 1 
001  389      Aguilar, Adriano                  1848           15626             0.0        390 w 0 
001  390      De Saedeleer, Sam                 1759           23011             1.0        389 b 1 
001  391      Gessis, Stavros                   1685           98412             0.0        392 w 0 
001  392      Toledo, Hillel                    1760           22648             1.0        391 b 1 
001  393      Tannemaat, Stéphane               2019           72516             0.0        394 w 0 
001  394      Delbergue, Mossab                 1931           20700             1.0        393 b 1 
001  395      Godart, Dorian                    1881           13445             0.0        396 w 0 
001  396      Ahmetaj, Rasim                    1938           75558             1.0        395 b 1 
001  397      Kolp, Théo                        1989           50003             1.0        398 w 1 
001  398      Vinet, Tristan                    1906           22711             0.0        397 b 0 
001  399      De Noose, Daniel                  1822           90883             0.0        400 w 0 
001  400      Sochman, Petr                     1910           10991             1.0        399 b 1 
001  401      Thierens, Christian               1815           49425             1.0        402 w 1 
001  402      Franc, Thomas                     1760           23066             0.0        401 b 0 
001  403      Vinet, Lilou                      1556           22707             0.0        404 w 0 
001  404      Macai, Ioan                       1749           92312             1.0        403 b 1 
001  405      Vanderwaeren, Serge               2071           20621             0.5        406 w = 
001  406      Bertram, Johannes                 1924           60503             0.5        405 b = 
001  407      Parreira, Luis Miguel             1744           12300             0.0        408 w 0 
001  408      Van Hoofstat, Tom                 2067           42706             1.0        407 b 1 
001  409      Spaens, Kjell                     2014           29343             1.0        410 w 1 
001  410      Moreno, David                     1737           13350             0.0        409 b 0 
001  411      Petrík, Matús                     1591           21298             0.0        412 w 0 
001  412      Verrijken, Geert                  1990           62766             1.0        411 b 1 
001  413      Denys, Frank                      1914           21881             1.0        414 w 1 
001  414      Dedobbeleer, Vladymyr             1637           90409             0.0        413 b 0 
001  415      Sola, Alessandro                  1614           23739             0.5        416 w = 
001  416      De Reymaeker, Walter              1798           34584             0.5        415 b = 
001  417      Van Uytven, Eric                  2074           60861             0.5        418 w = 
001  418      Vandenhole, Kobe                  1996           20531             0.5        417 b = 
001  419      Roelandt, Andreas                 1982           11023             0.5        420 w = 
001  420      Van Houtte, Thierry               2017           64491             0.5        419 b = 
001  421      Hody, Pierre                      1934           91847             0.0        422 w 0 
001  422      Willockx, Ritsaart                1933           32913             1.0        421 b 1 
001  423      Heymans, Berwout                  1956           17261             0.0        424 w 0 
001  424      Callier, Christophe               1964           66681             1.0        423 b 1 
001  425      Paul, Bernard                     1870           97109             0.5        426 w = 
