00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 7 à 7
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=938 R=1 S=04/02/24 E=04/02/24 +304 =330 -304
012 Belgian Interclubs 2023 - 2024 - Round 7
022 Various locations in Belgian Clubs
032 BEL
042 2024-02-04
052 2024-02-04
062 938
102 Cornet, Luc
001   62      Verstraete, Michael               1955           11868             0.0         61 b 0 
001   63      Benredouane, Ilies                1815           21329             0.5         64 w = 
001   64      Viaene, Arvid                     2172           10375             0.5         63 b = 
001   65      Fernandez, Daniel Howard          2537           19637             1.0         66 w 1 
001   66      Åkesson, Ralf                     2388           75515             0.0         65 b 0 
001   67      Sirosh, Ilja                      2363           24765             0.0         68 w 0 
001   68      Schoppen, Casper                  2528           15615             1.0         67 b 1 
001   69      Pijpers, Arthur                   2433           15625             1.0         70 w 1 
001   70      Goossens, Roel                    2370           23108             0.0         69 b 0 
001   71      Dauw, Sterre                      2234           15269             1.0         72 w 1 
001   72      Tjiam, Dharma                     2371           47384             0.0         71 b 0 
001   73      Van Der Stricht, Geert            2325           44504             0.5         74 w = 
001   74      Praet, Maarten                    2236            6084             0.5         73 b = 
001   75      Tonoli, Benjamin                  2183           16365             1.0         76 w 1 
001   76      Ruzhansky, Elias                  2230           21132             0.0         75 b 0 
001   77      Polak, Alexander                  2192           26876             0.5         78 w = 
001   78      Verheyden, Jonas                  2109           32328             0.5         77 b = 
001   79      Nguyen, Khoi                      1888           23637             0.5         80 w = 
001   80      Deleyn, Gunter                    2120            1821             0.5         79 b = 
001   81      Bezemer, Arno                     2210           52191             0.5         82 w = 
001   82      Dardha, Daniel                    2582           13815             0.5         81 b = 
001   83      Feygin, Michael                   2470           95281             1.0         84 w 1 
001   84      Hovenga, Alje                     2163           15081             0.0         83 b 0 
001   85      Deberdt, Joris                    2120           14103             0.0         86 w 0 
001   86      Fiebig, Thomas                    2413           94269             1.0         85 b 1 
001   87      Odendahl, Reiner                  2295           19969             0.5         88 w = 
001   88      Groffen, Hans                     2064           24601             0.5         87 b = 
001   89      Ghysels, Chris                    2053           26638             0.5         90 w = 
001   90      Meessen, Rudolf                   2173             345             0.5         89 b = 
001   91      Dardha, Arben                     2269           20214             1.0         92 w 1 
001   92      Galle, Andre                      1987           38342             0.0         91 b 0 
001   93      Van De Wynkele, Eric              1976            5215             0.5         94 w = 
001   94      Ngo, Quang Thai                   2068           26943             0.5         93 b = 
001   95      Roessler, Nicolas                 2014           10653             1.0         96 w 1 
001   96      Van Rij, Gert                     1803            8052             0.0         95 b 0 
001   97      Anciaux, Adrien                   2225           17648             0.5         98 w = 
001   98      Barseghyan, Harutyun              2434           27001             0.5         97 b = 
001   99      Godry, Clément                    2072           12802             1.0        100 w 1 
001  100      Dallemagne, Maximilien            2135           12756             0.0         99 b 0 
001  101      Moreels, Yves                     2092           62154             0.0        102 w 0 
001  102      Therkildsen, Thomas               2252           16022             1.0        101 b 1 
001  103      Houdart, David                    2192           66770             1.0        104 w 1 
001  104      Depauw, Christian                 2070           79294             0.0        103 b 0 
001  105      Anciaux, Marc                     2038           92894             1.0        106 w 1 
001  106      Marlier, Gaetan                   2066           84841             0.0        105 b 0 
001  107      Arcelin, Gaël                     2070           27124             0.5        108 w = 
001  108      Verhaegen, Albert                 2017            1473             0.5        107 b = 
001  109      Miulescu, Gabriel                 1978           19476             0.5        110 w = 
001  110      Marchal, Laurent                  1918           60517             0.5        109 b = 
001  111      De Noose, Daniel                  1822           90883             0.0        112 w 0 
001  112      Verspecht, Thierry                2017           84255             1.0        111 b 1 
001  113      Hauchamps, Maxime                 2224           20540             0.5        114 w = 
001  114      Abolianin, Arthur                 2284            9946             0.5        113 b = 
001  115      Follesa, Enrico                   2222           14386             0.5        116 w = 
001  116      Cools, Gorik                      2238           80403             0.5        115 b = 
001  117      Carmeille, Ludovic                2251           13477             1.0        118 w 1 
001  118      Verhaeren, Gertjan                2083            6815             0.0        117 b 0 
001  119      Liessens, Tom                     1896           19720             0.5        120 w = 
001  120      Geenen, Marc                      2218           86495             0.5        119 b = 
001  121      Fayard, Alain                     2158           12804             0.0        122 w 0 
001  122      Lacrosse, Marc                    2057           59544             1.0        121 b 1 
001  123      Secelle, Hans                     2018           51161             0.5        124 w = 
001  124      Raptis, Filippos                  2074           20846             0.5        123 b = 
001  125      De Villers, Mourad                2180           74365             1.0        126 w 1 
001  126      Vincent, Gwijde                   1889            5827             0.0        125 b 0 
001  127      Vincent, Ayla                     1728           26271             0.5        128 w = 
001  128      Van Houtte, Thierry               2017           64491             0.5        127 b = 
001  129      García Cuenca, Víctor             2302           22636             0.0        130 w 0 
001  130      Peek, Maurice                     2385           63819             1.0        129 b 1 
001  131      Gijsen, Stief                     2224            1031             1.0        132 w 1 
001  132      Tomov, Georgi                     2292           12054             0.0        131 b 0 
001  133      Buhr, Carl-Christian              2280           98167             1.0        134 w 1 
001  134      Maes, Thomas                      2227            2623             0.0        133 b 0 
001  135      Swijsen, Lars                     2153            5606             0.5        136 w = 
001  136      Hoffmeister, Frank                2158           81558             0.5        135 b = 
001  137      Perez De Aranda A., Leonardo I.   2118           17595             0.5        138 w = 
001  138      Govoreanu, Matei                  1964           16824             0.5        137 b = 
001  139      Bellens, Steven                   2013           11619             0.5        140 w = 
001  140      Suskovic, Matija                  2099           87548             0.5        139 b = 
001  141      Wahlund, Max                      2100           26343             0.5        142 w = 
001  142      Van Dyck, Marc                    1978           34614             0.5        141 b = 
001  143      Vanlommel, Maxim                  1695           11373             0.5        144 w = 
001  144      Alberola Mulet, Benjamin          1937           15619             0.5        143 b = 
001  145      Saiboulatov, Daniyal              2358           67008             1.0        146 w 1 
001  146      Van Meegen, Ruud                  2311           16020             0.0        145 b 0 
001  147      Miesen, Fabian                    2211           11001             0.5        148 w = 
001  148      Eliet, Nicolas                    2314           70564             0.5        147 b = 
001  149      Sclacmender, Julien               2211           74853             0.5        150 w = 
001  150      De Mon, Gino                      1978           11986             0.5        149 b = 
001  151      De Cauter, Wolfgang               1950           30384             0.0        152 w 0 
001  152      Marte, Sébastien                  2156           64637             1.0        151 b 1 
001  153      Jamar, Vadim                      2042           87408             0.5        154 w = 
001  154      De Vries, Leon                    1926           21219             0.5        153 b = 
001  155      Bischoff, Gerard                  1873           53457             0.0        156 w 0 
001  156      De Heug, Andrea                   2031           22966             1.0        155 b 1 
001  157      Piacentini, Claudio               2052           54810             1.0        158 w 1 
001  158      Willen, Ronny                     1806           95001             0.0        157 b 0 
001  159      Kshirsagar, Pranav                1672           22600             0.5        160 w = 
001  160      Bruno, Ricardo                    1977           82635             0.5        159 b = 
001  161      Noiroux, Kevin                    2175           71790             0.5        162 w = 
001  162      Verstraeten, Rein                 2375           57533             0.5        161 b = 
001  163      Pirard, Natan                     2261           10942             0.5        164 w = 
001  164      Memeti, Kastriot                  2158           63053             0.5        163 b = 
001  165      Munster, Pierre                   2028           62600             0.0        166 w 0 
001  166      Ponnet, Hendrik                   2282           17116             1.0        165 b 1 
001  167      Paes, Martijn                     1917           15064             0.5        168 w = 
001  168      Nauts, Patrick                    2017           63185             0.5        167 b = 
001  169      Gheury, Jean-Marie                1753           85341             0.0        170 w 0 
001  170      Van Hille, Reinout                1852           29602             1.0        169 b 1 
001  171      Heremans, Dries                   1750            5207             0.5        172 w = 
001  172      Halleux, Daniel                   1737            9113             0.5        171 b = 
001  173      Latour, Quentin                   1658           25638             1.0        174 w 1 
001  174      Rousseau, Christilla              1653           16160             0.0        173 b 0 
001  175      Silantev, Ilia                    1569           18840             0.5        176 w = 
001  176      Doubnov, Ilucha                   1530           85863             0.5        175 b = 
001  177      Coenen, Norbert                   2249           98370             1.0        178 w 1 
001  178      Herman, Jean                      2248           73296             0.0        177 b 0 
001  179      Wantiez, Fabrice                  2226           70823             0.5        180 w = 
001  180      Prieb, Robert                     2144           24964             0.5        179 b = 
001  181      Brasselle, André                  1872           61069             0.0        182 w 0 
001  182      Dresen, Ulrich                    2190           21286             1.0        181 b 1 
001  183      Muehlenhaus, Sven                 2101           14162             1.0        184 w 1 
001  184      Lui, Eric                         1960           81981             0.0        183 b 0 
001  185      Wattin, Joffrey                   1879           61301             0.0        186 w 0 
001  186      Laurent, Yann                     1843           13936             1.0        185 b 1 
001  187      Godesar, Ralph                    1902           99341             1.0        188 w 1 
001  188      Russo, Bruno                      1833           61948             0.0        187 b 0 
001  189      Letoret, Tim                      1570           22957             0.5        190 w = 
001  190      Franken, Jean-Claude              1781           95010             0.5        189 b = 
001  191      Van Volsem, Merlijn               2208           17843             0.5        192 w = 
001  192      Froeyman, Helmut                  2296           13668             0.5        191 b = 
001  193      Sadkowski, Daniel                 2222           69329             0.5        194 w = 
001  194      Victor, Julian                    2176           16868             0.5        193 b = 
001  195      Goormachtigh, Johan               2184            1864             0.5        196 w = 
001  196      Van Mechelen, Jan                 2114           14354             0.5        195 b = 
001  197      Penson, Thierry                   2149           25763             1.0        198 w 1 
001  198      Vanduyfhuys, Daria                2093           14495             0.0        197 b 0 
001  199      De Reese, Elias                   2001           15179             1.0        200 w 1 
001  200      Tolk, Pieter                      2089           53589             0.0        199 b 0 
001  201      Eerens, Pim                       2034           23532             0.5        202 w = 
001  202      Zouaghi, Amir                     2023           14606             0.5        201 b = 
001  203      De Geest, Hannes                  1971           16865             1.0        204 w 1 
001  204      Schuermans, Robert                2066            6858             0.0        203 b 0 
001  205      Dugailliez, Guy                   1966           50393             0.0        206 w 0 
001  206      Jabandzic, Irfan                  1997           24922             1.0        205 b 1 
001  207      Kryvolapov, Konstiantyn           2356           25153             1.0        208 w 1 
001  208      Raats, Joppe                      2134           12445             0.0        207 b 0 
001  209      Allaert, Dimitri                  2183           16951             0.0        210 w 0 
001  210      De Wachter, Matthias              2305           12424             1.0        209 b 1 
001  211      Butzen, Robin                     2062           13707             1.0        212 w 1 
001  212      Barbier, Wim                      2095           38270             0.0        211 b 0 
001  213      Goddé, Matthias                   2058           14108             1.0        214 w 1 
001  214      Mangelschots, Peter               2070           34525             0.0        213 b 0 
001  215      Verhasselt, Karsten               2003           11343             1.0        216 w 1 
001  216      Decoster, Sam                     2046           29424             0.0        215 b 0 
001  217      De Bock, Thijs                    2035           12997             1.0        218 w 1 
001  218      Van Der Fraenen, Joep             2026           23981             0.0        217 b 0 
001  219      Kryvolapova, Olena                1941           25157             0.0        220 w 0 
001  220      Lee, Deon                         2134           10397             1.0        219 b 1 
001  221      Cuyvers, Jens                     1861           20065             1.0        222 w 1 
001  222      Deweerdt, Jan                     1952           13315             0.0        221 b 0 
001  223      Roos, Adrian                      2261           11118             0.0        224 w 0 
001  224      Wemmers, Xander                   2353           18066             1.0        223 b 1 
001  225      Hommerson, Paul                   2287           14209             1.0        226 w 1 
001  226      Dreelinck, Adriaan                2218           14078             0.0        225 b 0 
001  227      Dreelinck, Jacob                  2158           14086             0.5        228 w = 
001  228      Floor, Dirk                       2166           24758             0.5        227 b = 
001  229      Ismail, Tamer                     2124           12899             1.0        230 w 1 
001  230      Ghyselen, Wouter                  2097            4936             0.0        229 b 0 
001  231      Roos, David                       2101           11789             0.5        232 w = 
001  232      Cornelisse, John                  2140           15742             0.5        231 b = 
001  233      Baert, Andy                       2128            9741             1.0        234 w 1 
001  234      Colin, Peter                      1964           23841             0.0        233 b 0 
001  235      De Weird, Matthias                1985           25933             0.5        236 w = 
001  236      Pieters, Frederik                 2033           22632             0.5        235 b = 
001  237      Titus, Branco                     1981           26499             0.5        238 w = 
001  238      Poelman, Geoffrey                 1920           52019             0.5        237 b = 
001  239      Boucquet, Emile                   2207           34738             1.0        240 w 1 
001  240      Decrop, Hendrik                   2083           28908             0.0        239 b 0 
001  241      Peeren, Yen                       2110           22764             0.5        242 w = 
001  242      Meulders, Richard                 2199            1104             0.5        241 b = 
001  243      Verduyn, Frederic                 2105           51764             0.5        244 w = 
001  244      Beuselinck, Steven                2119           51896             0.5        243 b = 
001  245      Cocquyt, Tijs                     2037           30805             1.0        246 w 1 
001  246      Vandendriessche, Jan              2093           20141             0.0        245 b 0 
001  247      Nemegeer, Arne                    2102           14068             1.0        248 w 1 
001  248      Faure, Stéphane                   2038           52795             0.0        247 b 0 
001  249      Zotikishvili, Dimitri             2017           16319             0.5        250 w = 
001  250      Vantorre, Nils                    2060           16911             0.5        249 b = 
001  251      Barbier, Astrid                   1918           31518             0.0        252 w 0 
001  252      Decrop, Ruben                     1992           45608             1.0        251 b 1 
001  253      Pincket, Michael                  1894           12831             1.0        254 w 1 
001  254      Meysman, Kaito                    1836           16017             0.0        253 b 0 
001  255      Robert, Pierre                    2050           92479             0.0        256 w 0 
001  256      Hamblok, Roel                     2249           22543             1.0        255 b 1 
001  257      Rogge, Parcival                   2219           14279             1.0        258 w 1 
001  258      Hoffmann, Max                     2090           12277             0.0        257 b 0 
001  259      Thiteca, Thierry                  2069           25186             0.0        260 w 0 
001  260      Van Malder, Dries                 2183           10934             1.0        259 b 1 
001  261      Boudry, William                   2083           10816             1.0        262 w 1 
001  262      Vos, Rik                          2026           17420             0.0        261 b 0 
001  263      Vanmuylder, Dany                  1957           85375             0.5        264 w = 
001  264      De Rycke, Tyani                   2002           14625             0.5        263 b = 
001  265      Verhelst, Joris                   2070           33570             1.0        266 w 1 
001  266      Czuczai, Jeno                     1945           60319             0.0        265 b 0 
001  267      Nicolas, Pierre                   1897           19670             0.0        268 w 0 
001  268      De Bock, Lennart                  2057           38253             1.0        267 b 1 
001  269      Decruyenaere, Robbert             1980           10967             1.0        270 w 1 
001  270      Jacobs, Antoine                   1903           50571             0.0        269 b 0 
001  271      Van Cappellen, Jonas              2205            1988             1.0        272 w 1 
001  272      Rihouay, Clément                  2238           12255             0.0        271 b 0 
001  273      Faybish, Nimrod                   2151           79197             1.0        274 w 1 
001  274      Goossens, Hanne                   2165           50075             0.0        273 b 0 
001  275      De Block, Yordi                   2095           11030             0.5        276 w = 
001  276      De Wit, Michel                    2124            1686             0.5        275 b = 
001  277      Spaan, Nathanael                  2089           12278             0.5        278 w = 
001  278      Stinis, Steven                    2106            6807             0.5        277 b = 
001  279      Rogiers, Jan                      2135           48569             0.0        280 w 0 
001  280      Draidi, Ahmed                     2002           67032             1.0        279 b 1 
001  281      Lanoye, Regis                     1959           57312             0.5        282 w = 
001  282      Versyck, Dominique                2060           26972             0.5        281 b = 
001  283      Van De Perre, Tom                 2048            1929             1.0        284 w 1 
001  284      Micciche, Ruben                   1800           14274             0.0        283 b 0 
001  285      Soubrier, Aude                    1920           60336             0.5        286 w = 
001  286      De Block, Fabio                   2037           11034             0.5        285 b = 
001  287      Schrevens, Birger                 2153           10421             1.0        288 w 1 
001  288      De Smedt, Mark                    1951           28240             0.0        287 b 0 
001  289      Van Der Graaf - Osinga, Angelique 1927           12370             0.5        290 w = 
001  290      Van Ael, Bert                     1937           22471             0.5        289 b = 
001  291      Van Aken, Koen                    1922           10561             0.5        292 w = 
001  292      De Hert, Oliver                   1909           51195             0.5        291 b = 
001  293      Van Nieuwenhuizen, Hans           1824           12959             0.0        294 w 0 
001  294      Schurins, Thomas                  1845           93637             1.0        293 b 1 
001  295      Van Den Boeck, Wim                1852           43613             0.5        296 w = 
001  296      Van Der Graaf, André              1868           14341             0.5        295 b = 
001  297      Remijsen, Dave                    1792           48381             0.5        298 w = 
001  298      De Bouver, Guido                  1767            9342             0.5        297 b = 
001  299      Krygelmans, Johan                 2062           20745             0.0        300 w 0 
001  300      Barbier, Wiebke                   1947           43516             1.0        299 b 1 
001  301      Dierckens, Sarah                  1915           42153             0.0        302 w 0 
001  302      Versporten, Wim                   1963           80985             1.0        301 b 1 
001  303      Mauquoy, Alain                    1941           35491             0.5        304 w = 
001  304      Cliteur, Olaf                     1926           29912             0.5        303 b = 
001  305      Pelgrims, Jan                     1917           32212             0.5        306 w = 
001  306      Van Hoecke, Luc                   1973           35564             0.5        305 b = 
001  307      Roels, Frederik                   1824           22659             0.5        308 w = 
001  308      Vranckx, Jonas                    1866           16085             0.5        307 b = 
001  309      Nieto, Emanuel                    2291           35467             0.5        310 w = 
001  310      Boons, Patrick                    1987           28533             0.5        309 b = 
001  311      Verschoren, Bram                  1968           11894             0.5        312 w = 
001  312      Dijkstra, Bart                    2091           52507             0.5        311 b = 
001  313      Lavrenov, Yuli                    2033           37796             1.0        314 w 1 
001  314      Paesschesoone, Stefan             1867           47414             0.0        313 b 0 
001  315      De Boel, Joren                    1637            4332             1.0        316 w 1 
001  316      Logie, Dimitri                    2016           20818             0.0        315 b 0 
001  317      Chu, Waishing                     1617           15683             0.0        318 w 0 
001  318      Verbruggen, Peter                 1671           10207             1.0        317 b 1 
001  319      T'Sas, Jan                        2022           26603             0.0        320 w 0 
001  320      De Vos, Nils                      2275           56740             1.0        319 b 1 
001  321      Schroer, Marcel                   2121           13488             1.0        322 w 1 
001  322      Hautekiet, Dries                  2032           39462             0.0        321 b 0 
001  323      Verhulst, Nikolaas                2012           57169             0.5        324 w = 
001  324      De Weerd, Jan                     2056           21814             0.5        323 b = 
001  325      Ercan, Selman                     2033           27200             1.0        326 w 1 
001  326      Van Tichelen, Bart                1996           49051             0.0        325 b 0 
001  327      De Kaey, Pascal                   1950           54771             0.5        328 w = 
001  328      Surmont, Yves                     1875           14273             0.5        327 b = 
001  329      Leyssens, Bas                     1816           50069             1.0        330 w 1 
001  330      Schuurbiers, Wouter               1873           11550             0.0        329 b 0 
001  331      Ongena, Niels                     2024           45357             0.0        332 w 0 
001  332      De Blende, Nando                  2018           11064             1.0        331 b 1 
001  333      Buydts, Dirk                      2045           34312             0.0        334 w 0 
001  334      Verbeeren, Peter                  1902           26611             1.0        333 b 1 
001  335      Van Der Stricht, Jan              1881           33014             0.5        336 w = 
001  336      Vereeken, Franky                  1935           36579             0.5        335 b = 
001  337      Boodts, Jeroen                    1920            8834             1.0        338 w 1 
001  338      Elsen, Tijs                       1720           34631             0.0        337 b 0 
001  339      Vaerendonck, Jesse                   0           26795             0.0        340 w 0 
001  340      Londers, Jan                      1777           41904             1.0        339 b 1 
001  341      Veldeman, Sieben                  1773           21436             0.5        342 w = 
001  342      Guven, Furkan                        0           24656             0.5        341 b = 
001  343      Van Kessel, Wessel                2154           10785             0.0        344 w 0 
001  344      Dijckmans, Bjorn                  2174           12467             1.0        343 b 1 
001  345      Barbier, Sigiswald                2138           13021             0.5        346 w = 
001  346      Schenning, Albert                 2017           11483             0.5        345 b = 
001  347      Jashchenko, Vladimir              2011           24548             0.0        348 w 0 
001  348      Kegels, Pascal                    2085           45284             1.0        347 b 1 
001  349      Caluwe, Marc                      2059           79324             0.0        350 w 0 
001  350      Geboers, Jimmy                    1848           22721             1.0        349 b 1 
001  351      Polat, Yasin                      1582           13706             0.0        352 w 0 
001  352      De Jonghe, Peter                  1990            7404             1.0        351 b 1 
001  353      Verrijdt, Willem                  1765           15695             1.0        354 w 1 
001  354      Ooms, Bram                        1393           13290             0.0        353 b 0 
001  355      Van Uytven, Eric                  2074           60861             0.5        356 w = 
001  356      Beukenhorst, Edo                  1989           99758             0.5        355 b = 
001  357      De True, Toon                     1819           17817             0.5        358 w = 
001  358      Lacroix, Bruno                    2120           97721             0.5        357 b = 
001  359      Hody, Pierre                      1934           91847             1.0        360 w 1 
001  360      Matthijs, Kris                    1820           46345             0.0        359 b 0 
001  361      Courteyn, Patrick                 1910           42161             1.0        362 w 1 
001  362      Jayes, Thomas William             1940           12767             0.0        361 b 0 
001  363      Paul, Bernard                     1870           97109             0.5        364 w = 
001  364      Beukenhorst, Gabriël              1719           15514             0.5        363 b = 
001  365      Flamee, Dirk                      1605           19135             0.0        366 w 0 
001  366      Canneel, Daniel                   1836           50113             1.0        365 b 1 
001  367      Vandenhole, Kobe                  1996           20531             1.0        368 w 1 
001  368      Vanderwaeren, Serge               2071           20621             0.0        367 b 0 
001  369      Van Hoofstat, Tom                 2067           42706             0.5        370 w = 
001  370      Willockx, Ritsaart                1933           32913             0.5        369 b = 
001  371      Vanhee, Freddy                    1864            9725             1.0        372 w 1 
001  372      Verrijken, Geert                  1990           62766             0.0        371 b 0 
001  373      Lot, Diederik                     1972            9954             0.0        374 w 0 
001  374      Dobbelaere, Dieter                1802           14213             1.0        373 b 1 
001  375      Van Wijnendaele, Jovanni          1699           10612             1.0        376 w 1 
001  376      Denys, Frank                      1914           21881             0.0        375 b 0 
001  377      De Bosscher, Peter                1696             655             0.0        378 w 0 
001  378      De Smet, Frans                    1675           34011             1.0        377 b 1 
001  379      Mueller, Martin                   2090           50293             1.0        380 w 1 
001  380      Tannemaat, Stéphane               2019           72516             0.0        379 b 0 
001  381      Ahmetaj, Rasim                    1938           75558             0.0        382 w 0 
001  382      Perez Bolanos, Joel               2052           25102             1.0        381 b 1 
001  383      Perez Bolanos, David              2024           25094             0.5        384 w = 
001  384      Kolp, Théo                        1989           50003             0.5        383 b = 
001  385      Sochman, Petr                     1910           10991             0.0        386 w 0 
001  386      Bertram, Johannes                 1924           60503             1.0        385 b 1 
001  387      Frederiksen, Kristian Pade        1803           60007             0.0        388 w 0 
001  388      Grodent, Gérald                   1857           40924             1.0        387 b 1 
001  389      Macai, Ioan                       1749           92312             0.0        390 w 0 
001  390      Moreno, David                     1737           13350             1.0        389 b 1 
001  391      Markuszewski, Maksymilian         2077           27274             0.0        392 w 0 
001  392      Cekro, Ekrem                      2370           75655             1.0        391 b 1 
001  393      Le Quang, Kim                     2285           70653             1.0        394 w 1 
001  394      Maalla, Abdessadek                2085           14400             0.0        393 b 0 
001  395      Godart, Dorian                    1881           13445             0.5        396 w = 
001  396      Lipman, Peter                     2021           95702             0.5        395 b = 
001  397      Aguilar, Luciano                  1904           15631             0.0        398 w 0 
001  398      Vinet, Tristan                    1906           22711             1.0        397 b 1 
001  399      Franc, Thomas                     1760           23066             0.5        400 w = 
001  400      Aguilar, Adriano                  1848           15626             0.5        399 b = 
001  401      Toledo, Hillel                    1760           22648             1.0        402 w 1 
001  402      Akuatse, Angel Kaleb              1778           13468             0.0        401 b 0 
001  403      Watelet, Sylvain                  1878           69892             0.5        404 w = 
001  404      Maltier, Benjamin                 2053           17296             0.5        403 b = 
001  405      Godry, Adelin                     1997           12806             0.5        406 w = 
001  406      Haak, Tillmann                    1876           50117             0.5        405 b = 
001  407      Pleysier, Simon                   1947           14768             0.0        408 w 0 
001  408      Denivet, Axel                     1849           82376             1.0        407 b 1 
001  409      Vertenoeil, Tom                   1766           16714             1.0        410 w 1 
001  410      Dohogne, Yves                     1925           66184             0.0        409 b 0 
001  411      Bouquiaux, Julien                 1827           23041             0.0        412 w 0 
001  412      Pegoretti, Franco                 1835           57959             1.0        411 b 1 
001  413      De Pauw, Damien                   1813           69311             0.0        414 w 0 
001  414      Onrubia-Aviles, Carlos            1857           85103             1.0        413 b 1 
001  415      Akhayan, Ruben                    2269           61981             1.0        416 w 1 
001  416      Gregoir, Christophe               2255           34380             0.0        415 b 0 
001  417      Hugaert, Arthur                   2168           17183             1.0        418 w 1 
001  418      Henris, Luc                       2160           59625             0.0        417 b 0 
001  419      Luminet, Denis                    2135            9245             0.5        420 w = 
001  420      Zouaghi, Nouri                    2174            9156             0.5        419 b = 
001  421      Windels, Jan                      2006           36897             0.5        422 w = 
001  422      Kerkhof, Philippe                 2193           35271             0.5        421 b = 
001  423      Laurent, Michel                   2047           45110             0.5        424 w = 
001  424      Regniers, Yves                    1974           31755             0.5        423 b = 
001  425      Devolder, Dieter                  1988           27961             0.5        426 w = 
