00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 4 à 4
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=948 R=1 S=19/11/23 E=19/11/23 +312 =324 -312
012 Belgian Interclubs 2023 - 2024 - Round 4
022 Various locations in Belgian Clubs
032 BEL
042 2023-11-19
052 2023-11-19
062 948
102 Cornet, Luc
001   37      Korneev, Oleg                     2465           17653             1.0         38 w 1 
001   38      Kollen, Zyon                      2333           26836             0.0         37 b 0 
001   39      Fontaine, Quentin                 2318           10483             0.5         40 w = 
001   40      Niermann, Tristan                 2387           27455             0.5         39 b = 
001   41      Coenen, Michael                   2326           50214             0.5         42 w = 
001   42      Sidiropoulos, Nikolaos            2215           21157             0.5         41 b = 
001   43      Heldenbergh, Nils                 2041           14450             0.5         44 w = 
001   44      Klein, Felix                      2300           98574             0.5         43 b = 
001   45      Meessen, Rudolf                   2173             345             0.0         46 w 0 
001   46      Maltezeanu, Stefan                2102           19806             1.0         45 b 1 
001   47      Battistelli, Fausto               1854           22370             0.0         48 w 0 
001   48      Begnis, Nikolaos                  2277           98825             1.0         47 b 1 
001   49      Åkesson, Ralf                     2388           75515             0.5         50 w = 
001   50      Kuipers, Stefan                   2451           17626             0.5         49 b = 
001   51      Baselmans, Luuk                   2307           17529             0.5         52 w = 
001   52      Sirosh, Ilja                      2363           24765             0.5         51 b = 
001   53      Goossens, Roel                    2370           23108             0.5         54 w = 
001   54      De Strycker, Nathan               2261           56863             0.5         53 b = 
001   55      Colijn, Stefan                    2224           11532             0.0         56 w 0 
001   56      Dauw, Sterre                      2234           15269             1.0         55 b 1 
001   57      Praet, Maarten                    2236            6084             0.5         58 w = 
001   58      Rooze, Jan                        2260           28045             0.5         57 b = 
001   59      Baselmans, Sam                    2209           17532             0.0         60 w 0 
001   60      Tonoli, Benjamin                  2183           16365             1.0         59 b 1 
001   61      Verheyden, Jonas                  2109           32328             1.0         62 w 1 
001   62      De Wachter, Matthias              2305           12424             0.0         61 b 0 
001   63      Boeykens, Marc                    2146           67946             0.5         64 w = 
001   64      Walter, Ema                       2063           27232             0.5         63 b = 
001   65      Defromont, Benjamin               2418           19724             0.0         66 w 0 
001   66      Van Den Doel, Erik                2550           99279             1.0         65 b 1 
001   67      Hausrath, Daniel                  2462           96784             0.5         68 w = 
001   68      Decrop, Benjamin                  2176           28436             0.5         67 b = 
001   69      Bouhallel, Rabah                  2239            1759             0.5         70 w = 
001   70      Hoffmann, Michael                 2412           98604             0.5         69 b = 
001   71      Gulbas, Cemil                     2354           91367             1.0         72 w 1 
001   72      Timmerman Gert, Jan               2207           43648             0.0         71 b 0 
001   73      Roger, Mehdi                      2131           76368             0.0         74 w 0 
001   74      Alienkin, Aleksander              2334           10252             1.0         73 b 1 
001   75      Balduan, Markus                   2286           61891             0.5         76 w = 
001   76      Demarcke, Dirk                    2153           55999             0.5         75 b = 
001   77      Peeren, Yen                       2110           22764             0.5         78 w = 
001   78      Cordts, Ingo                      2242           19730             0.5         77 b = 
001   79      Lafosse, Jimmy                    2221           73270             1.0         80 w 1 
001   80      Cocquyt, Tijs                     2037           30805             0.0         79 b 0 
001   81      Aroshidze, Levan                  2544           19794             0.0         82 w 0 
001   82      Beerdsen, Thomas                  2496           16505             1.0         81 b 1 
001   83      Travadon, Loic                    2440           24915             1.0         84 w 1 
001   84      Dgebuadze, Alexandre              2439           49301             0.0         83 b 0 
001   85      Larkin, Vladyslav                 2477           24621             0.0         86 w 0 
001   86      Beukema, Stefan                   2434           49921             1.0         85 b 1 
001   87      De Waele, Warre                   2299           13376             0.0         88 w 0 
001   88      Alonso Garcia, Aaron              2446           24779             1.0         87 b 1 
001   89      Pham, Khoi                        2356           24764             0.5         90 w = 
001   90      Van Delft, Merijn                 2368            4847             0.5         89 b = 
001   91      De Vleeschauwer, Maarten          2254           10185             1.0         92 w 1 
001   92      Muetsch, Annmarie                 2262           26763             0.0         91 b 0 
001   93      Blom, Vincent                     2293           14781             0.5         94 w = 
001   94      Van Dael, Siem                    2321           21345             0.5         93 b = 
001   95      Sterck, Arno                      2263           10284             0.5         96 w = 
001   96      Grochal, Joey                     2234           50251             0.5         95 b = 
001   97      Barseghyan, Harutyun              2434           27001             1.0         98 w 1 
001   98      Buscher, Michael                  2307           61913             0.0         97 b 0 
001   99      Noiroux, Kevin                    2175           71790             0.5        100 w = 
001  100      Godry, Clément                    2072           12802             0.5         99 b = 
001  101      Degardin, Sylvain                 2229           27381             0.0        102 w 0 
001  102      Memeti, Kastriot                  2158           63053             1.0        101 b 1 
001  103      Munster, Pierre                   2028           62600             0.5        104 w = 
001  104      Ellis, Antoine                    2102           27248             0.5        103 b = 
001  105      Arcelin, Gaël                     2070           27124             1.0        106 w 1 
001  106      Bien, Stefan                      2025           10754             0.0        105 b 0 
001  107      Nauts, Patrick                    2017           63185             0.0        108 w 0 
001  108      Marchal, Laurent                  1918           60517             1.0        107 b 1 
001  109      Godart, Dorian                    1881           13445             0.5        110 w = 
001  110      Gheury, Jean-Marie                1753           85341             0.5        109 b = 
001  111      Latour, Quentin                   1658           25638             0.0        112 w 0 
001  112      Vinet, Tristan                    1906           22711             1.0        111 b 1 
001  113      Harff, Marcel                     2295           14131             1.0        114 w 1 
001  114      Miezis, Normunds                  2429           17644             0.0        113 b 0 
001  115      Saiboulatov, Daniyal              2358           67008             0.5        116 w = 
001  116      Mainka, Alwin                     2191           21275             0.5        115 b = 
001  117      Mohammadi Nia, Borna              2142           21226             0.5        118 w = 
001  118      Eliet, Nicolas                    2314           70564             0.5        117 b = 
001  119      Sclacmender, Julien               2211           74853             0.0        120 w 0 
001  120      Muehlenhaus, Sven                 2101           14162             1.0        119 b 1 
001  121      Roessler, Nicolas                 2014           10653             0.5        122 w = 
001  122      Marte, Sébastien                  2156           64637             0.5        121 b = 
001  123      Jamar, Vadim                      2042           87408             0.0        124 w 0 
001  124      Arns, Danny                       1877           23252             1.0        123 b 1 
001  125      Laurent, Yann                     1843           13936             1.0        126 w 1 
001  126      De Heug, Andrea                   2031           22966             0.0        125 b 0 
001  127      Piacentini, Claudio               2052           54810             1.0        128 w 1 
001  128      Mertens, Guido                    1938           95541             0.0        127 b 0 
001  129      Houriez, Clément                  2256           63614             0.5        130 w = 
001  130      García Cuenca, Víctor             2302           22636             0.5        129 b = 
001  131      Tomov, Georgi                     2292           12054             0.5        132 w = 
001  132      Herman, Jean                      2248           73296             0.5        131 b = 
001  133      Mastalerz, Xavier                 2231           80209             0.5        134 w = 
001  134      Wiley, Tom                        2171           95672             0.5        133 b = 
001  135      Semanat Planas, Eduardo           2155           10436             0.0        136 w 0 
001  136      Wantiez, Fabrice                  2226           70823             1.0        135 b 1 
001  137      Houriez, Alain                    2066           58823             0.0        138 w 0 
001  138      Perez De Aranda A., Leonardo I.   2118           17595             1.0        137 b 1 
001  139      Ouaki, Mark                       2098           18047             1.0        140 w 1 
001  140      Brasselle, André                  1872           61069             0.0        139 b 0 
001  141      Lui, Eric                         1960           81981             0.0        142 w 0 
001  142      Suskovic, Matija                  2099           87548             1.0        141 b 1 
001  143      Wahlund, Max                      2100           26343             1.0        144 w 1 
001  144      Russo, Bruno                      1833           61948             0.0        143 b 0 
001  145      Hovhannisyan, Mher                2416           20028             1.0        146 w 1 
001  146      Hauchamps, Maxime                 2224           20540             0.0        145 b 0 
001  147      Cools, Gorik                      2238           80403             1.0        148 w 1 
001  148      Verstraeten, Rein                 2375           57533             0.0        147 b 0 
001  149      Pirard, Natan                     2261           10942             0.5        150 w = 
001  150      Geenen, Marc                      2218           86495             0.5        149 b = 
001  151      Bauduin, Étienne                  2195           61328             1.0        152 w 1 
001  152      Maes, Wim                         2207           46442             0.0        151 b 0 
001  153      Verboven, Wout                    2036           15850             0.0        154 w 0 
001  154      Fayard, Alain                     2158           12804             1.0        153 b 1 
001  155      Raptis, Filippos                  2074           20846             1.0        156 w 1 
001  156      Aglave, Arnaud                    2022           30775             0.0        155 b 0 
001  157      De Witte, Stein                   1888           13279             0.5        158 w = 
001  158      De Villers, Mourad                2180           74365             0.5        157 b = 
001  159      Lacroix, Bruno                    2120           97721             0.0        160 w 0 
001  160      Gommers, Tijn                     1686           15556             1.0        159 b 1 
001  161      Miesen, Fabian                    2211           11001             0.5        162 w = 
001  162      Anciaux, Adrien                   2225           17648             0.5        161 b = 
001  163      Dallemagne, Maximilien            2135           12756             0.0        164 w 0 
001  164      Simenon, Jozef                    2228           23779             1.0        163 b 1 
001  165      Bachaus, Sander                   1984           16529             1.0        166 w 1 
001  166      Iolis, Oleg                       2181           87921             0.0        165 b 0 
001  167      Wettach, Michel                   2094           62286             0.5        168 w = 
001  168      De Mon, Gino                      1978           11986             0.5        167 b = 
001  169      Merx, Bob                         1953           10537             0.5        170 w = 
001  170      Moreels, Yves                     2092           62154             0.5        169 b = 
001  171      Depauw, Christian                 2070           79294             0.0        172 w 0 
001  172      De Vries, Leon                    1926           21219             1.0        171 b 1 
001  173      Willen, Ronny                     1806           95001             0.0        174 w 0 
001  174      Anciaux, Marc                     2038           92894             1.0        173 b 1 
001  175      Thibaut, Stéphane                 1956           60442             0.5        176 w = 
001  176      Cardinaels, Jean                  1829           99512             0.5        175 b = 
001  177      Peek, Maurice                     2385           63819             1.0        178 w 1 
001  178      Follesa, Enrico                   2222           14386             0.0        177 b 0 
001  179      Verhaeren, Gertjan                2083            6815             0.5        180 w = 
001  180      Gijsen, Stief                     2224            1031             0.5        179 b = 
001  181      Maes, Thomas                      2227            2623             1.0        182 w 1 
001  182      Liessens, Tom                     1896           19720             0.0        181 b 0 
001  183      Lacrosse, Marc                    2057           59544             0.5        184 w = 
001  184      Swijsen, Lars                     2153            5606             0.5        183 b = 
001  185      Govoreanu, Matei                  1964           16824             1.0        186 w 1 
001  186      Secelle, Hans                     2018           51161             0.0        185 b 0 
001  187      Vincent, Gwijde                   1889            5827             0.5        188 w = 
001  188      Bellens, Steven                   2013           11619             0.5        187 b = 
001  189      Verellen, Jef                     1769           50270             0.5        190 w = 
001  190      Kegels, Kristof                   1844           47490             0.5        189 b = 
001  191      Vincent, Ayla                     1728           26271             0.0        192 w 0 
001  192      Stroobant, Arne                   1526           19678             1.0        191 b 1 
001  193      Froeyman, Helmut                  2296           13668             1.0        194 w 1 
001  194      Robert, Pierre                    2050           92479             0.0        193 b 0 
001  195      Hoffmann, Max                     2090           12277             0.5        196 w = 
001  196      Sadkowski, Daniel                 2222           69329             0.5        195 b = 
001  197      Van Mechelen, Jan                 2114           14354             1.0        198 w 1 
001  198      Thiteca, Thierry                  2069           25186             0.0        197 b 0 
001  199      Janssen, Coen                     2200           21220             1.0        200 w 1 
001  200      Penson, Thierry                   2149           25763             0.0        199 b 0 
001  201      Eerens, Pim                       2034           23532             0.5        202 w = 
001  202      Demoulin, Joachim                 2049           72435             0.5        201 b = 
001  203      Vos, Rik                          2026           17420             1.0        204 w 1 
001  204      Schuermans, Robert                2066            6858             0.0        203 b 0 
001  205      Du Pont, David                    2029           32204             1.0        206 w 1 
001  206      Czuczai, Jeno                     1945           60319             0.0        205 b 0 
001  207      Jacobs, Antoine                   1903           50571             0.5        208 w = 
001  208      Bogaerts, Marc                    1889           41050             0.5        207 b = 
001  209      Van Cappellen, Jonas              2205            1988             1.0        210 w 1 
001  210      Boucquet, Emile                   2207           34738             0.0        209 b 0 
001  211      Verduyn, Frederic                 2105           51764             0.5        212 w = 
001  212      De Block, Yordi                   2095           11030             0.5        211 b = 
001  213      Stinis, Steven                    2106            6807             1.0        214 w 1 
001  214      De Vogelaere, Robin               2108           40461             0.0        213 b 0 
001  215      Vandendriessche, Jan              2093           20141             0.0        216 w 0 
001  216      Rogiers, Jan                      2135           48569             1.0        215 b 1 
001  217      Versyck, Dominique                2060           26972             0.5        218 w = 
001  218      Nemegeer, Arne                    2102           14068             0.5        217 b = 
001  219      Vantorre, Nils                    2060           16911             1.0        220 w 1 
001  220      Van De Perre, Tom                 2048            1929             0.0        219 b 0 
001  221      De Block, Fabio                   2037           11034             0.5        222 w = 
001  222      Barbier, Astrid                   1918           31518             0.5        221 b = 
001  223      Barzeele, Raf                     1848           85081             0.5        224 w = 
001  224      Van Peer, Cedric                  1989           51578             0.5        223 b = 
001  225      Garrido Dominguez, Jesus          2414           27453             1.0        226 w 1 
001  226      Ghyselen, Wouter                  2097            4936             0.0        225 b 0 
001  227      Roos, David                       2101           11789             1.0        228 w 1 
001  228      Pel, Bonno                        2267           15617             0.0        227 b 0 
001  229      Rihouay, Clément                  2238           12255             1.0        230 w 1 
001  230      Colin, Peter                      1964           23841             0.0        229 b 0 
001  231      De Weird, Matthias                1985           25933             0.0        232 w 0 
001  232      Faybish, Nimrod                   2151           79197             1.0        231 b 1 
001  233      De Wit, Michel                    2124            1686             1.0        234 w 1 
001  234      Poelman, Geoffrey                 1920           52019             0.0        233 b 0 
001  235      Van Parys, Nikita                 1794           10045             0.5        236 w = 
001  236      Pascual Palomo, Lucia             2120           27457             0.5        235 b = 
001  237      Spaan, Nathanael                  2089           12278             1.0        238 w 1 
001  238      De Bode, Joren                    1613            7251             0.0        237 b 0 
001  239      Schröer, Charlotte                1581           28762             0.0        240 w 0 
001  240      Draidi, Ahmed                     2002           67032             1.0        239 b 1 
001  241      Mangelschots, Peter               2070           34525             0.0        242 w 0 
001  242      Rogge, Parcival                   2219           14279             1.0        241 b 1 
001  243      Van Eetvelde, Ward                2165           31160             1.0        244 w 1 
001  244      Verhasselt, Karsten               2003           11343             0.0        243 b 0 
001  245      Verhaegen, Wim                    1996           17779             0.0        246 w 0 
001  246      Boudry, William                   2083           10816             1.0        245 b 1 
001  247      De Bock, Lennart                  2057           38253             1.0        248 w 1 
001  248      Keustermans, Helmut               1951           57304             0.0        247 b 0 
001  249      Deweerdt, Jan                     1952           13315             0.5        250 w = 
001  250      Decruyenaere, Robbert             1980           10967             0.5        249 b = 
001  251      Cappan, Pjotr                     1875           14898             1.0        252 w 1 
001  252      Lagendijk, Ivo                    1797           15824             0.0        251 b 0 
001  253      Torfs, Hendrik                    1639           24514             0.5        254 w = 
001  254      Malfliet, Alexander               1781           15721             0.5        253 b = 
001  255      Decrop, Hendrik                   2083           28908             1.0        256 w 1 
001  256      Van Volsem, Merlijn               2208           17843             0.0        255 b 0 
001  257      Victor, Julian                    2176           16868             1.0        258 w 1 
001  258      Beuselinck, Steven                2119           51896             0.0        257 b 0 
001  259      Faure, Stéphane                   2038           52795             0.0        260 w 0 
001  260      De Reese, Elias                   2001           15179             1.0        259 b 1 
001  261      Vanduyfhuys, Igor                 2022           14603             1.0        262 w 1 
001  262      Zotikishvili, Dimitri             2017           16319             0.0        261 b 0 
001  263      Decrop, Ruben                     1992           45608             0.0        264 w 0 
001  264      Zouaghi, Amir                     2023           14606             1.0        263 b 1 
001  265      Mauquoy, Alain                    1941           35491             0.5        266 w = 
001  266      Marchand, Werner                  1975           87513             0.5        265 b = 
001  267      Pincket, Michael                  1894           12831             1.0        268 w 1 
001  268      Debuck, Valere                    1884           35394             0.0        267 b 0 
001  269      De Saegher, Johan                 1853           53708             1.0        270 w 1 
001  270      Benredouane, Ilies                1815           21329             0.0        269 b 0 
001  271      Wemmers, Xander                   2353           18066             0.5        272 w = 
001  272      Raats, Joppe                      2134           12445             0.5        271 b = 
001  273      Allaert, Dimitri                  2183           16951             0.5        274 w = 
001  274      Floor, Dirk                       2166           24758             0.5        273 b = 
001  275      Ismail, Tamer                     2124           12899             1.0        276 w 1 
001  276      Barbier, Wim                      2095           38270             0.0        275 b 0 
001  277      Goddé, Matthias                   2058           14108             1.0        278 w 1 
001  278      Cornelisse, John                  2140           15742             0.0        277 b 0 
001  279      Veltkamp, Gerben                  2078           11501             0.5        280 w = 
001  280      Gooris, Jan                       2083           36323             0.5        279 b = 
001  281      Decoster, Sam                     2046           29424             1.0        282 w 1 
001  282      Haberkorn, Danny                  2059           22586             0.0        281 b 0 
001  283      Pieters, Frederik                 2033           22632             0.0        284 w 0 
001  284      De Bock, Thijs                    2035           12997             1.0        283 b 1 
001  285      Cuyvers, Jens                     1861           20065             0.5        286 w = 
001  286      Segarra Gonçalves, Jorge          1978            9971             0.5        285 b = 
001  287      Kalle, Erwin                      1979           12885             0.0        288 w 0 
001  288      Schittekat, Bart                  2106           30970             1.0        287 b 1 
001  289      Ongena, Niels                     2024           45357             0.5        290 w = 
001  290      De Smedt, Mark                    1951           28240             0.5        289 b = 
001  291      Van Der Graaf - Osinga, Angelique 1927           12370             0.5        292 w = 
001  292      Verbeeren, Peter                  1902           26611             0.5        291 b = 
001  293      Hanssen, Ronny                    1915           57151             0.5        294 w = 
001  294      De Hert, Oliver                   1909           51195             0.5        293 b = 
001  295      Van Nieuwenhuizen, Hans           1824           12959             1.0        296 w 1 
001  296      Van Der Stricht, Jan              1881           33014             0.0        295 b 0 
001  297      De Blieck, Kasper                    0           25722             0.0        298 w 0 
001  298      Van Der Graaf, André              1868           14341             1.0        297 b 1 
001  299      Schoemans, Roy                    2258           26824             0.0        300 w 0 
001  300      T'Sas, Jan                        2022           26603             1.0        299 b 1 
001  301      Hautekiet, Dries                  2032           39462             0.0        302 w 0 
001  302      Van Kessel, Wessel                2154           10785             1.0        301 b 1 
001  303      Schenning, Albert                 2017           11483             0.0        304 w 0 
001  304      Verhulst, Nikolaas                2012           57169             1.0        303 b 1 
001  305      Van Tichelen, Bart                1996           49051             0.0        306 w 0 
001  306      Jashchenko, Vladimir              2011           24548             1.0        305 b 1 
001  307      Polat, Yasin                      1582           13706             0.0        308 w 0 
001  308      Schuurbiers, Wouter               1873           11550             1.0        307 b 1 
001  309      De Niel, Michiel                  1532           11014             0.5        310 w = 
001  310      Ooms, Bram                        1393           13290             0.5        309 b = 
001  311      Dijckmans, Bjorn                  2174           12467             1.0        312 w 1 
001  312      Buytaert, Kristof                 2164           56618             0.0        311 b 0 
001  313      Stuer, Marc                       2065           41084             1.0        314 w 1 
001  314      Kegels, Pascal                    2085           45284             0.0        313 b 0 
001  315      Segers, Vic                       2035           28401             0.0        316 w 0 
001  316      Boons, Patrick                    1987           28533             1.0        315 b 1 
001  317      Paesschesoone, Stefan             1867           47414             0.0        318 w 0 
001  318      De Jonghe, Peter                  1990            7404             1.0        317 b 1 
001  319      Blommaert, Robin                  1746           48984             0.0        320 w 0 
001  320      Verbruggen, Peter                 1671           10207             1.0        319 b 1 
001  321      Witters, Michael                  1425           15003             1.0        322 w 1 
001  322      Verrijdt, Willem                  1765           15695             0.0        321 b 0 
001  323      De Blende, Nando                  2018           11064             0.5        324 w = 
001  324      Schalkx, Johnny                   2127           39063             0.5        323 b = 
001  325      Krygelmans, Johan                 2062           20745             0.5        326 w = 
001  326      Buydts, Dirk                      2045           34312             0.5        325 b = 
001  327      Vereeken, Franky                  1935           36579             0.5        328 w = 
001  328      Versporten, Wim                   1963           80985             0.5        327 b = 
001  329      Van Hoecke, Luc                   1973           35564             0.5        330 w = 
001  330      Boodts, Jeroen                    1920            8834             0.5        329 b = 
001  331      Londers, Jan                      1777           41904             0.0        332 w 0 
001  332      Roels, Frederik                   1824           22659             1.0        331 b 1 
001  333      Bunkens, Rudi                     1670           29467             0.0        334 w 0 
001  334      Veldeman, Sieben                  1773           21436             1.0        333 b 1 
001  335      De Vos, Nils                      2275           56740             0.5        336 w = 
001  336      Schrevens, Birger                 2153           10421             0.5        335 b = 
001  337      Van Ael, Bert                     1937           22471             0.0        338 w 0 
001  338      Schroer, Marcel                   2121           13488             1.0        337 b 1 
001  339      De Weerd, Jan                     2056           21814             0.5        340 w = 
001  340      Van Aken, Koen                    1922           10561             0.5        339 b = 
001  341      Schurins, Thomas                  1845           93637             0.0        342 w 0 
001  342      Ercan, Selman                     2033           27200             1.0        341 b 1 
001  343      Surmont, Yves                     1875           14273             0.5        344 w = 
001  344      De Bouver, Guido                  1767            9342             0.5        343 b = 
001  345      Ghisa, Alexander                  1509           19897             0.0        346 w 0 
001  346      Leyssens, Bas                     1816           50069             1.0        345 b 1 
001  347      Dijkstra, Bart                    2091           52507             0.5        348 w = 
001  348      Lee, Deon                         2134           10397             0.5        347 b = 
001  349      Dierckens, Sarah                  1915           42153             0.0        350 w 0 
001  350      Baekelant, Ronny                  2086            6602             1.0        349 b 1 
001  351      Lavrenov, Yuli                    2033           37796             0.5        352 w = 
001  352      Vranckx, Jonas                    1866           16085             0.5        351 b = 
001  353      Melaerts, Vincent                    0           26591             1.0        354 w 1 
001  354      Logie, Dimitri                    2016           20818             0.0        353 b 0 
001  355      Engelen, Joseph                   2019            3131             1.0        356 w 1 
001  356      De Borggraef, Thibaud             1712           27782             0.0        355 b 0 
001  357      Caramalau, Adina                  1635           28878             0.0        358 w 0 
001  358      Chu, Waishing                     1617           15683             1.0        357 b 1 
001  359      Beukenhorst, Edo                  1989           99758             1.0        360 w 1 
001  360      Watelet, Sylvain                  1878           69892             0.0        359 b 0 
001  361      Pleysier, Simon                   1947           14768             0.0        362 w 0 
001  362      Sneppe, Herman                    1894           90751             1.0        361 b 1 
001  363      Devriese, Johan                   1906           45888             0.5        364 w = 
001  364      Nicolas, Pierre                   1897           19670             0.5        363 b = 
001  365      Onrubia-Aviles, Carlos            1857           85103             1.0        366 w 1 
001  366      Hock, Diego                       1828           83089             0.0        365 b 0 
001  367      De True, Toon                     1819           17817             1.0        368 w 1 
001  368      Cargnelutti, Valentino            1838           10752             0.0        367 b 0 
001  369      De Saedeleer, Sam                 1759           23011             1.0        370 w 1 
001  370      Courteyn, Patrick                 1910           42161             0.0        369 b 0 
001  371      Blommaert, Jean-Claude            2204           92495             0.0        372 w 0 
001  372      Marlier, Gaetan                   2066           84841             1.0        371 b 1 
001  373      Markuszewski, Maksymilian         2077           27274             1.0        374 w 1 
001  374      Henris, Luc                       2160           59625             0.0        373 b 0 
001  375      Duhayon, Yves                     2153           31267             0.5        376 w = 
001  376      Franc, Emmanuel                   2021           93084             0.5        375 b = 
001  377      Delbergue, Mossab                 1931           20700             0.5        378 w = 
001  378      Luminet, Denis                    2135            9245             0.5        377 b = 
001  379      Kerkhof, Philippe                 2193           35271             1.0        380 w 1 
001  380      Franc, Thomas                     1760           23066             0.0        379 b 0 
001  381      Charlier, Laurent                 1746           82571             0.0        382 w 0 
001  382      Van Hoolandt, Patrick             2037           40878             1.0        381 b 1 
001  383      Gregoir, Christophe               2255           34380             0.0        384 w 0 
001  384      Mueller, Martin                   2090           50293             1.0        383 b 1 
001  385      Alberola Mulet, Benjamin          1937           15619             0.0        386 w 0 
001  386      Hugaert, Arthur                   2168           17183             1.0        385 b 1 
001  387      Windels, Jan                      2006           36897             0.0        388 w 0 
001  388      Bertram, Johannes                 1924           60503             1.0        387 b 1 
001  389      Lintner, Felix                    1737           26975             0.5        390 w = 
001  390      Regniers, Yves                    1974           31755             0.5        389 b = 
001  391      Devolder, Dieter                  1988           27961             1.0        392 w 1 
001  392      Moreno, David                     1737           13350             0.0        391 b 0 
001  393      Serrano Samper, Sergio            1672           50146             1.0        394 w 1 
001  394      Hebbrecht, Hans                   1850           98179             0.0        393 b 0 
001  395      Maltier, Benjamin                 2053           17296             0.0        396 w 0 
001  396      Vandenhole, Kobe                  1996           20531             1.0        395 b 1 
001  397      Roelandt, Andreas                 1982           11023             0.5        398 w = 
001  398      Godry, Adelin                     1997           12806             0.5        397 b = 
001  399      Denivet, Axel                     1849           82376             0.0        400 w 0 
001  400      Willockx, Ritsaart                1933           32913             1.0        399 b 1 
001  401      Dobbelaere, Dieter                1802           14213             1.0        402 w 1 
001  402      Vertenoeil, Tom                   1766           16714             0.0        401 b 0 
001  403      Pegoretti, Franco                 1835           57959             1.0        404 w 1 
001  404      Carrijn, Bart                     1751           11017             0.0        403 b 0 
001  405      Cappelle, Gert-Jan                1734           12453             1.0        406 w 1 
001  406      De Pauw, Damien                   1813           69311             0.0        405 b 0 
001  407      Cekro, Ekrem                      2370           75655             0.5        408 w = 
001  408      Van Uytven, Eric                  2074           60861             0.5        407 b = 
001  409      Hody, Pierre                      1934           91847             0.0        410 w 0 
001  410      Le Quang, Kim                     2285           70653             1.0        409 b 1 
001  411      Lipman, Peter                     2021           95702             0.5        412 w = 
001  412      Callier, Christophe               1964           66681             0.5        411 b = 
001  413      Jayes, Thomas William             1940           12767             0.0        414 w 0 
001  414      Aguilar, Luciano                  1904           15631             1.0        413 b 1 
001  415      Aguilar, Adriano                  1848           15626             1.0        416 w 1 
001  416      Paul, Bernard                     1870           97109             0.0        415 b 0 
001  417      Khanalizadeh, Ahmad               1858           25386             1.0        418 w 1 
001  418      Toledo, Hillel                    1760           22648             0.0        417 b 0 
001  419      Tannemaat, Stéphane               2019           72516             0.5        420 w = 
001  420      Vanderwaeren, Serge               2071           20621             0.5        419 b = 
001  421      Van Hoofstat, Tom                 2067           42706             1.0        422 w 1 
001  422      Ahmetaj, Rasim                    1938           75558             0.0        421 b 0 
001  423      Kolp, Théo                        1989           50003             1.0        424 w 1 
001  424      Spaens, Kjell                     2014           29343             0.0        423 b 0 
