00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 10 à 10
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=670 R=1 S=24/03/24 E=24/03/24 +270 =130 -270
012 Belgian Interclubs 2023 - 2024 - Round 10
022 Various locations in Belgian Clubs
032 BEL
042 2024-03-24
052 2024-03-24
062 670
102 Cornet, Luc
001  297      Manhaeve, Wouter                  1560           25441             0.0        298 w 0 
001  298      De Baets, Christof                1719           11541             1.0        297 b 1 
001  299      Willaert, Nils                    1447           38806             0.0        300 w 0 
001  300      Tabsho, Hassan                    1331           21992             1.0        299 b 1 
001  301      Ravelingien, Emiel                   0           21203             0.0        302 w 0 
001  302      De Clercq, Andy                   1447           35963             1.0        301 b 1 
001  303      Desmet, Jan                       1150           19731             0.0        304 w 0 
001  304      Neirynck, Kobe                       0           22864             1.0        303 b 1 
001  305      Van Heddeghem, Klaas              1628           50067             0.0        306 w 0 
001  306      Dubbeldam, Nick                   1998           46744             1.0        305 b 1 
001  307      Ongenaert, Frank                  1765            9997             1.0        308 w 1 
001  308      Hulpiau, Joshua                   1564           14755             0.0        307 b 0 
001  309      Smekens, Ann                      1150           11922             0.0        310 w 0 
001  310      Zootjes, Aaron                    1283           24483             1.0        309 b 1 
001  311      Foulon, Xavier                    1306           16131             1.0        312 w 1 
001  312      Kinaupenne, Twan                     0           25549             0.0        311 b 0 
001  313      Vancoillie, Guido                 1574           12824             1.0        314 w 1 
001  314      Defour, Eline                     1374           23351             0.0        313 b 0 
001  315      Meulemeester, Joran                  0           21612             0.0        316 w 0 
001  316      Claessens, Erik                   1314           40576             1.0        315 b 1 
001  317      Vanassche, Renaat                 1298            4316             0.0        318 w 0 
001  318      Arnou, Aram                          0           25341             1.0        317 b 1 
001  319      Verstraete, Kobe                     0           27689             1.0        320 w 1 
001  320      Wydooghe, Diederik                1276           17755             0.0        319 b 0 
001  321      Roobaert, Constantin                 0           26766             0.0        322 w 0 
001  322      Hakim, Emmanuel                   1443           12407             1.0        321 b 1 
001  323      Toti, Guido                       1356           22035             0.0        324 w 0 
001  324      Hernandez Morales, Adriel         1374           22749             1.0        323 b 1 
001  325      Moga, Dorian                         0           27079             0.0        326 w 0 
001  326      Russo, Italo                      1368           71684             1.0        325 b 1 
001  327      Vanhee, Dominique                    0           26429             1.0        328 w 1 
001  328      Viratelle, Laure                     0           26788             0.0        327 b 0 
001  329      Siebert, Xavier                   1632           96612             1.0        330 w 1 
001  330      D'Elia, Michele                   1441           99273             0.0        329 b 0 
001  331      Lefebvre, Willy                   1356           39489             0.0        332 w 0 
001  332      Delesenne, Arthur                 1632           24506             1.0        331 b 1 
001  333      Moledo Del Rio, Alejandro         1449           23104             1.0        334 w 1 
001  334      Mc Hale, André                    1263           61778             0.0        333 b 0 
001  335      Bieuvelet, Caroline                  0           26156             0.0        336 w 0 
001  336      Tahari, Youcef Nazim                 0           25822             1.0        335 b 1 
001  337      Cornelis, Eric                    1646           76317             0.5        338 w = 
001  338      Meerschman, Maxime                1387           60220             0.5        337 b = 
001  339      Berg, Joakim Pedersen             1360           23653             0.0        340 w 0 
001  340      Vanrossum, Mathias                1430           17614             1.0        339 b 1 
001  341      Geraerts, Jules                      0           21572             0.5        342 w = 
001  342      Duvillier, Frederic               1260           23092             0.5        341 b = 
001  343      Mansour, Johan                       0           26820             1.0        344 w 1 
001  344      Lot, Nathan                          0           21306             0.0        343 b 0 
001  345      Schepens, Aron                    1447           19643             0.0        346 w 0 
001  346      Franc, Thomas                     1760           23066             1.0        345 b 1 
001  347      Akuatse, Angel Kaleb              1778           13468             0.0        348 w 0 
001  348      Wouters, Nick                        0           26668             1.0        347 b 1 
001  349      Heidingsfeld, Adam                1348           23384             1.0        350 w 1 
001  350      Charlier, Laurent                 1746           82571             0.0        349 b 0 
001  351      Chabeau, Patrice                  1502           94935             0.5        352 w = 
001  352      Farkas, Viktor Maxim              1316           26958             0.5        351 b = 
001  353      Cleuren, Thomas                   1493           22702             0.5        354 w = 
001  354      Desimpelaere, Christian           1219           23727             0.5        353 b = 
001  355      Renard, Sylvain                   1174           16904             0.0        356 w 0 
001  356      Rawoens, Jonas                    1546           11006             1.0        355 b 1 
001  357      De Clercq, Geert                  1394           39888             1.0        358 w 1 
001  358      Bourgois, Michael                 1159           12948             0.0        357 b 0 
001  359      Renard, Xavier                    1193           16906             1.0        360 w 1 
001  360      Vincent, Albert                   1154            7102             0.0        359 b 0 
001  361      Pynket, Seppe                     1515           17837             0.0        362 w 0 
001  362      De Smedt, Lias                    1450           13799             1.0        361 b 1 
001  363      Ongenae, Veerle                   1295           16522             0.5        364 w = 
001  364      Vermeulen, Hailey                 1379           21117             0.5        363 b = 
001  365      Ganguly, Aayush                   1549           22884             1.0        366 w 1 
001  366      Smis, Leen                        1179           14306             0.0        365 b 0 
001  367      Ingels, Nick                      1150           24147             0.0        368 w 0 
001  368      Verbeke, Basiel                   1313           23905             1.0        367 b 1 
001  369      Ooms, Kylion                      1406           15665             0.0        370 w 0 
001  370      Cotman, Bernd                     1607           13055             1.0        369 b 1 
001  371      Valcke, Rudi                      1587           14419             1.0        372 w 1 
001  372      Maes, Jasper                      1150           19553             0.0        371 b 0 
001  373      Werbrouck, Stan                      0           27132             0.0        374 w 0 
001  374      Cotman, Lothar                    1457           16246             1.0        373 b 1 
001  375      Lauwers, Timo                     1565           13934             0.5        376 w = 
001  376      Dedeycker, Hippolyte                 0           26838             0.5        375 b = 
001  377      Ninane, Erwan                        0           27304             1.0        378 w 1 
001  378      Jonckers, Marie-Jeanne            1388            5703             0.0        377 b 0 
001  379      Heyndels, Tuur                    1081           22840             0.0        380 w 0 
001  380      Anckaert, Benjamin                1445           23032             1.0        379 b 1 
001  381      Yapici, Ozan                         0           26427             0.5        382 w = 
001  382      Peeters, Jurre                    1150           16199             0.5        381 b = 
001  383      Remon, Serge                      1529           68764             1.0        384 w 1 
001  384      Vandenhove, Lucas                 1392           25049             0.0        383 b 0 
001  385      Peeters, Rik                         0           23984             1.0        386 w 1 
001  386      Van Mol, Yves                     1427           46302             0.0        385 b 0 
001  387      Heynsmans, Michel                 1402           60620             0.5        388 w = 
001  388      Verplancke, Joost                    0           24766             0.5        387 b = 
001  389      Mallants, Jochen                     0           26087             0.5        390 w = 
001  390      Travers, Sylvain                  1316           96343             0.5        389 b = 
001  391      Claessens, Dirk                   1406           22184             0.5        392 w = 
001  392      De Weird, Evy                     1591           26018             0.5        391 b = 
001  393      Temmerman, Hans                   1646            2640             0.0        394 w 0 
001  394      Schatteman, Sven                  1446           96704             1.0        393 b 1 
001  395      Evens, Joris                      1375           38156             0.5        396 w = 
001  396      Van Lierde, Carl                  1514           20055             0.5        395 b = 
001  397      Volckaert, Jesse                     0           23307             1.0        398 w 1 
001  398      Van Steen, Guido                  1380           17254             0.0        397 b 0 
001  399      Clarys, Stefaan                   1300           10248             0.0        400 w 0 
001  400      Thiry, Victor                     1219           16418             1.0        399 b 1 
001  401      Ooms, Lennert                     1226           24114             1.0        402 w 1 
001  402      Van Esbroeck, Jozef               1293           10210             0.0        401 b 0 
001  403      Santschi, Samantha                   0           24993             0.0        404 w 0 
001  404      Cheng, Lewis                         0           24469             1.0        403 b 1 
001  405      Verbruggen, Axl                      0           26019             1.0        406 w 1 
001  406      Vanden Abeele, Laura                 0           28017             0.0        405 b 0 
001  407      Vanhove, Robbie                   1739           25079             1.0        408 w 1 
001  408      Wynants, Marcel                   1584           95543             0.0        407 b 0 
001  409      Stuer, Hugo                       1568           44482             0.0        410 w 0 
001  410      Remijsen, Dave                    1792           48381             1.0        409 b 1 
001  411      Van Daele, Dave                   1370           12602             0.5        412 w = 
001  412      Willems, Frank                    1455           57991             0.5        411 b = 
001  413      De Meireleir, Marc                1410           37508             0.0        414 w 0 
001  414      Van Der Kruk, Rik                    0           25352             1.0        413 b 1 
001  415      Van Vlierberghe, Matthew-Vincent  1191           21615             0.5        416 w = 
001  416      Wagner, Hans                      1670           23876             0.5        415 b = 
001  417      Bunkens, Rudi                     1670           29467             0.0        418 w 0 
001  418      Spinazzola, Matteo                1067           21767             1.0        417 b 1 
001  419      Potums, Loïc                         0           21588             0.0        420 w 0 
001  420      Baekelandt, Els                   1528           52213             1.0        419 b 1 
001  421      Smeekens, Joppe                   1419           24989             0.5        422 w = 
001  422      De Geest, Jan                     1490           48127             0.5        421 b = 
001  423      De Corel, Otis                       0           24950             0.5        424 w = 
001  424      Gill, Matthew                     1353           24986             0.5        423 b = 
001  425      Geerts, Taro                         0           21422             0.5        426 w = 
